gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
B4GALT1,CD8T,0.0,0.0,0.39661554,medium,UC_inflamed,CD_inflamed,10706034.5,1.8498652446681601e-09,11609,1979,6.337796448482294e-09
TOMM5,CD8T,0.0,0.0,0.3398906,medium,UC_inflamed,UC_non_inflamed,47756102.5,2.6876129988629303e-216,11609,6890,3.0438823731847744e-214
TOMM5,CD8T,0.0,0.0,0.3398906,medium,UC_inflamed,Colitis_inflamed,67379007.5,3.857931361143637e-16,11609,12212,1.7957739984166675e-15
TOMM5,CD8T,0.0,0.0,0.3398906,medium,Healthy,UC_inflamed,144070211.0,1.4107052278910457e-11,23962,11609,5.3956367575902565e-11
TOMM5,CD8T,0.0,0.0,0.3398906,medium,UC_inflamed,CD_inflamed,10688261.0,8.093303718204819e-10,11609,1979,2.830582357142299e-09
ANXA1,CD8T,0.0,0.0,0.7423821,high,UC_inflamed,Colitis_inflamed,88557373.5,0.0,11609,12212,0.0
ANXA1,CD8T,0.0,0.0,0.7423821,high,UC_inflamed,CD_inflamed,13448737.5,7.645942703505629e-40,11609,1979,7.407236961017694e-39
ANXA1,CD8T,0.0,0.0,0.7423821,high,UC_inflamed,UC_non_inflamed,43011085.0,9.945572531531726e-21,11609,6890,5.491786519245644e-20
ANXA1,CD8T,0.0,0.0,0.7423821,high,Healthy,UC_inflamed,145195918.0,7.149671789531408e-13,23962,11609,2.903168377046123e-12
OSTF1,CD8T,0.0,0.0,0.45830336,medium,UC_inflamed,UC_non_inflamed,46632012.5,1.577993859910576e-107,11609,6890,5.546397013064126e-106
OSTF1,CD8T,0.0,0.0,0.45830336,medium,Healthy,UC_inflamed,154585009.5,6.521458065979478e-75,23962,11609,1.3365752373708258e-73
OSTF1,CD8T,0.0,0.0,0.45830336,medium,UC_inflamed,Colitis_inflamed,65758475.0,6.937373626305367e-26,11609,12212,4.558586733512095e-25
OSTF1,CD8T,0.0,0.0,0.45830336,medium,UC_inflamed,CD_inflamed,10580937.0,7.493187723857141e-10,11609,1979,2.625313557393766e-09
NR4A3,CD8T,0.0,0.0,0.526588856,high,UC_inflamed,UC_non_inflamed,49421921.5,0.0,11609,6890,0.0
NR4A3,CD8T,0.0,0.0,0.526588856,high,UC_inflamed,Colitis_inflamed,76176782.0,1.180020874458542e-41,11609,12212,1.1951598127888068e-40
NR4A3,CD8T,0.0,0.0,0.526588856,high,Healthy,UC_inflamed,131759822.5,1.7486975264541958e-27,23962,11609,1.2079769093053455e-26
NR4A3,CD8T,0.0,0.0,0.526588856,high,UC_inflamed,CD_inflamed,10278125.0,6.211431863256093e-21,11609,1979,3.4532970918855084e-20
TRAF1,CD8T,0.0,0.0,0.475730564,medium,UC_inflamed,UC_non_inflamed,47795294.0,5.3814497127142735e-244,11609,6890,7.510246761114678e-242
TRAF1,CD8T,0.0,0.0,0.475730564,medium,Healthy,UC_inflamed,126491292.0,2.443703470142342e-89,23962,11609,6.445437993226732e-88
TRAF1,CD8T,0.0,0.0,0.475730564,medium,UC_inflamed,Colitis_inflamed,77042210.0,3.3352754108024795e-60,11609,12212,5.17831008300144e-59
TRAF1,CD8T,0.0,0.0,0.475730564,medium,UC_inflamed,CD_inflamed,10320760.5,1.6040789433421674e-20,11609,1979,8.796843866423405e-20
RPL35,CD8T,0.0,0.0,1.0311806,high,UC_inflamed,UC_non_inflamed,22152622.5,0.0,11609,6890,0.0
RPL35,CD8T,0.0,0.0,1.0311806,high,UC_inflamed,CD_inflamed,14816883.0,1.0411236118198388e-94,11609,1979,3.002739213531251e-93
RPL35,CD8T,0.0,0.0,1.0311806,high,UC_inflamed,Colitis_inflamed,80166149.0,1.4512447319749714e-68,11609,12212,2.6538317711430583e-67
RPL35,CD8T,0.0,0.0,1.0311806,high,Healthy,UC_inflamed,133700498.5,2.9812160614068183e-09,23962,11609,1.0097050465596268e-08
TUBB4B,CD8T,0.0,0.0,0.7822209199999999,high,UC_inflamed,UC_non_inflamed,50583183.5,5.180065217253896e-282,11609,6890,9.3525729062639e-280
TUBB4B,CD8T,0.0,0.0,0.7822209199999999,high,UC_inflamed,Colitis_inflamed,80581506.5,2.008279491420876e-97,11609,12212,6.048876231406996e-96
TUBB4B,CD8T,0.0,0.0,0.7822209199999999,high,Healthy,UC_inflamed,127000782.0,8.600262501454198e-52,23962,11609,1.1167235957906945e-50
TUBB4B,CD8T,0.0,0.0,0.7822209199999999,high,UC_inflamed,CD_inflamed,9357329.5,1.838106916463733e-46,11609,1979,2.0974005873351584e-45
KLF6,CD8T,0.0,0.0,1.0387419,high,UC_inflamed,UC_non_inflamed,56019084.5,0.0,11609,6890,0.0
KLF6,CD8T,0.0,0.0,1.0387419,high,UC_inflamed,Colitis_inflamed,87145229.5,1.8899781937060767e-211,11609,12212,2.058018851226259e-209
KLF6,CD8T,0.0,0.0,1.0387419,high,Healthy,UC_inflamed,121792269.0,6.766580343254951e-83,23962,11609,1.5962469082777355e-81
KLF6,CD8T,0.0,0.0,1.0387419,high,UC_inflamed,CD_inflamed,13342238.5,4.734881432004218e-31,11609,1979,3.628611252078417e-30
VIM,CD8T,0.0,0.0,0.7968134,high,UC_inflamed,UC_non_inflamed,48097999.5,1.5722262129910336e-120,11609,6890,6.60597525703642e-119
VIM,CD8T,0.0,0.0,0.7968134,high,Healthy,UC_inflamed,158708921.5,2.4282036282234515e-104,23962,11609,8.145432083428179e-103
VIM,CD8T,0.0,0.0,0.7968134,high,UC_inflamed,CD_inflamed,9783947.5,2.2328264765004095e-26,11609,1979,1.490803466027076e-25
VIM,CD8T,0.0,0.0,0.7968134,high,UC_inflamed,Colitis_inflamed,74545128.5,3.654388326237933e-12,11609,12212,1.438584341474467e-11
APBB1IP,CD8T,0.0,0.0,0.43747397,medium,UC_inflamed,UC_non_inflamed,46769109.5,8.985098679290069e-132,11609,6890,4.323424386912655e-130
APBB1IP,CD8T,0.0,0.0,0.43747397,medium,Healthy,UC_inflamed,154980204.5,2.8163280223393363e-85,23962,11609,6.952324156924436e-84
APBB1IP,CD8T,0.0,0.0,0.43747397,medium,UC_inflamed,Colitis_inflamed,62631670.5,3.8459736309027066e-69,11609,12212,7.100699911233302e-68
APBB1IP,CD8T,0.0,0.0,0.43747397,medium,UC_inflamed,CD_inflamed,9932890.5,1.4758659449941694e-28,11609,1979,1.0528358010334471e-27
CREM,CD8T,0.0,0.0,1.3706855,high,UC_inflamed,UC_non_inflamed,55387492.5,0.0,11609,6890,0.0
CREM,CD8T,0.0,0.0,1.3706855,high,Healthy,UC_inflamed,115412332.5,1.896277623400783e-169,23962,11609,1.3881614147668004e-167
CREM,CD8T,0.0,0.0,1.3706855,high,UC_inflamed,Colitis_inflamed,79628832.5,3.286192489443774e-67,11609,12212,5.847970170441103e-66
CREM,CD8T,0.0,0.0,1.3706855,high,UC_inflamed,CD_inflamed,9402017.0,1.1425829875004403e-40,11609,1979,1.1288447956379724e-39
JMJD1C,CD8T,0.0,0.0,0.4807406199999999,medium,UC_inflamed,UC_non_inflamed,49584827.5,1.6299021046226584e-274,11609,6890,2.7777326343860225e-272
JMJD1C,CD8T,0.0,0.0,0.4807406199999999,medium,Healthy,UC_inflamed,129760638.0,1.2344088896671634e-35,23962,11609,1.0713022130780655e-34
JMJD1C,CD8T,0.0,0.0,0.4807406199999999,medium,UC_inflamed,Colitis_inflamed,73666435.0,4.1331045469101485e-10,11609,12212,1.468456147896224e-09
JMJD1C,CD8T,0.0,0.0,0.4807406199999999,medium,UC_inflamed,CD_inflamed,10689580.0,1.0641647044393505e-08,11609,1979,3.4957721545701745e-08
SRGN,CD8T,0.0,0.0,1.0640368000000002,high,UC_inflamed,UC_non_inflamed,55743384.5,0.0,11609,6890,0.0
SRGN,CD8T,0.0,0.0,1.0640368000000002,high,Healthy,UC_inflamed,124837629.5,1.1278322170862804e-55,23962,11609,1.5899630476343262e-54
SRGN,CD8T,0.0,0.0,1.0640368000000002,high,UC_inflamed,Colitis_inflamed,78272231.0,3.168858665232146e-44,11609,12212,3.418936745733484e-43
SRGN,CD8T,0.0,0.0,1.0640368000000002,high,UC_inflamed,CD_inflamed,10422243.5,3.688437379768036e-11,11609,1979,1.3819626838164019e-10
NFKB2,CD8T,0.0,0.0,0.5050627,high,UC_inflamed,UC_non_inflamed,48214259.0,6.506899207077396e-254,11609,6890,9.812135929773543e-252
NFKB2,CD8T,0.0,0.0,0.5050627,high,Healthy,UC_inflamed,124171763.0,2.0760640002280937e-121,23962,11609,8.838226466738952e-120
NFKB2,CD8T,0.0,0.0,0.5050627,high,UC_inflamed,Colitis_inflamed,75856868.5,1.5306897420632676e-36,11609,12212,1.3600219737354588e-35
NFKB2,CD8T,0.0,0.0,0.5050627,high,UC_inflamed,CD_inflamed,9968124.5,9.188819402390721e-32,11609,1979,7.1834346136353865e-31
ITPRIP,CD8T,0.0,0.0,0.35061566,medium,UC_inflamed,UC_non_inflamed,45888694.0,1.4162867323541743e-206,11609,6890,1.4772861285339365e-204
ITPRIP,CD8T,0.0,0.0,0.35061566,medium,UC_inflamed,CD_inflamed,10279480.0,1.5138098271347375e-28,11609,1979,1.0795690238677302e-27
ITPRIP,CD8T,0.0,0.0,0.35061566,medium,Healthy,UC_inflamed,133594222.5,2.003636066197666e-23,23962,11609,1.2138338416383318e-22
ITPRIP,CD8T,0.0,0.0,0.35061566,medium,UC_inflamed,Colitis_inflamed,68181802.0,5.71747776753314e-14,11609,12212,2.4352052112059993e-13
ABLIM1,CD8T,0.0,0.0,0.63699989,high,UC_inflamed,UC_non_inflamed,47408291.5,4.354796886613149e-199,11609,6890,4.2764636499332174e-197
ABLIM1,CD8T,0.0,0.0,0.63699989,high,UC_inflamed,Colitis_inflamed,62005678.0,2.89670751814934e-89,11609,12212,7.629022825804598e-88
ABLIM1,CD8T,0.0,0.0,0.63699989,high,UC_inflamed,CD_inflamed,9231300.0,1.9913441651890496e-66,11609,1979,3.494290453298066e-65
ABLIM1,CD8T,0.0,0.0,0.63699989,high,Healthy,UC_inflamed,144928107.0,2.4393214652050463e-15,23962,11609,1.0999040288133738e-14
IFITM2,CD8T,0.0,0.0,0.7895715999999999,high,UC_inflamed,Colitis_inflamed,52446901.0,1.186611832975762e-270,11609,12212,1.98035062902328e-268
IFITM2,CD8T,0.0,0.0,0.7895715999999999,high,Healthy,UC_inflamed,164406978.5,6.235732874004503e-175,23962,11609,4.8143086258793156e-173
IFITM2,CD8T,0.0,0.0,0.7895715999999999,high,UC_inflamed,CD_inflamed,7624010.0,5.827314221375114e-131,11609,1979,2.7848336954079e-129
IFITM2,CD8T,0.0,0.0,0.7895715999999999,high,UC_inflamed,UC_non_inflamed,41985361.0,5.842722615130923e-09,11609,6890,1.947937061994028e-08
IFITM1,CD8T,0.0,0.0,2.5141114,high,UC_inflamed,UC_non_inflamed,57508104.5,0.0,11609,6890,0.0
IFITM1,CD8T,0.0,0.0,2.5141114,high,UC_inflamed,Colitis_inflamed,36803913.5,0.0,11609,12212,0.0
IFITM1,CD8T,0.0,0.0,2.5141114,high,UC_inflamed,CD_inflamed,4624488.0,0.0,11609,1979,0.0
IFITM1,CD8T,0.0,0.0,2.5141114,high,Healthy,UC_inflamed,170113205.0,5.14227719297678e-263,23962,11609,8.199641009197133e-261
PNPLA2,CD8T,0.0,0.0,0.4314582999999999,medium,UC_inflamed,CD_inflamed,8361859.0,1.1131194728378676e-181,11609,1979,9.197942078016345e-180
PNPLA2,CD8T,0.0,0.0,0.4314582999999999,medium,UC_inflamed,Colitis_inflamed,63523332.5,6.101559274482897e-90,11609,12212,1.6279922484351734e-88
PNPLA2,CD8T,0.0,0.0,0.4314582999999999,medium,UC_inflamed,UC_non_inflamed,42790074.0,2.7528159522082168e-47,11609,6890,3.212383226600488e-46
PNPLA2,CD8T,0.0,0.0,0.4314582999999999,medium,Healthy,UC_inflamed,147907000.5,8.538103127896315e-47,23962,11609,9.833808973379828e-46
LSP1,CD8T,0.0,0.0,0.57140865,high,Healthy,UC_inflamed,158568272.0,3.2100415558795533e-105,23962,11609,1.0890608649134236e-103
LSP1,CD8T,0.0,0.0,0.57140865,high,UC_inflamed,UC_non_inflamed,45432707.0,4.876659854294127e-58,11609,6890,7.233914244580172e-57
LSP1,CD8T,0.0,0.0,0.57140865,high,UC_inflamed,Colitis_inflamed,63742078.5,1.045559256340998e-42,11609,12212,1.087071131269966e-41
LSP1,CD8T,0.0,0.0,0.57140865,high,UC_inflamed,CD_inflamed,9612321.0,2.0450068805955975e-32,11609,1979,1.6291470029675555e-31
NUP98,CD8T,0.0,0.0,0.44261241,medium,UC_inflamed,UC_non_inflamed,48088366.5,8.3930668110063035e-283,11609,6890,1.5239046334978184e-280
NUP98,CD8T,0.0,0.0,0.44261241,medium,Healthy,UC_inflamed,129762377.0,1.261087371743624e-49,23962,11609,1.5546396296640434e-48
NUP98,CD8T,0.0,0.0,0.44261241,medium,UC_inflamed,CD_inflamed,10103625.0,8.784335014536796e-29,11609,1979,6.31316504123857e-28
NUP98,CD8T,0.0,0.0,0.44261241,medium,UC_inflamed,Colitis_inflamed,74756417.5,1.2130523073272636e-24,11609,12212,7.661858737746324e-24
RPL27A,CD8T,0.0,0.0,2.2402372,high,UC_inflamed,UC_non_inflamed,16488557.5,0.0,11609,6890,0.0
RPL27A,CD8T,0.0,0.0,2.2402372,high,UC_inflamed,CD_inflamed,16331311.5,1.9340544730100424e-198,11609,1979,1.8831890742337805e-196
RPL27A,CD8T,0.0,0.0,2.2402372,high,UC_inflamed,Colitis_inflamed,85819568.0,1.0298922882483236e-174,11609,12212,7.939882863685616e-173
RPL27A,CD8T,0.0,0.0,2.2402372,high,Healthy,UC_inflamed,116876818.0,2.858216880408355e-132,23962,11609,1.384408507036889e-130
EEF1G,CD8T,0.0,0.0,2.12709817,high,UC_inflamed,UC_non_inflamed,59225368.0,0.0,11609,6890,0.0
EEF1G,CD8T,0.0,0.0,2.12709817,high,UC_inflamed,Colitis_inflamed,35665594.5,0.0,11609,12212,0.0
EEF1G,CD8T,0.0,0.0,2.12709817,high,UC_inflamed,CD_inflamed,8057545.5,4.034005880907646e-108,11609,1979,1.4259803492541183e-106
EEF1G,CD8T,0.0,0.0,2.12709817,high,Healthy,UC_inflamed,153520529.5,7.594993221306147e-61,23962,11609,1.1933401544305905e-59
MALAT1,CD8T,0.0,0.0,1.1368680000000009,high,Healthy,UC_inflamed,86648193.5,0.0,23962,11609,0.0
MALAT1,CD8T,0.0,0.0,1.1368680000000009,high,UC_inflamed,UC_non_inflamed,21637815.0,0.0,11609,6890,0.0
MALAT1,CD8T,0.0,0.0,1.1368680000000009,high,UC_inflamed,Colitis_inflamed,92614642.0,0.0,11609,12212,0.0
MALAT1,CD8T,0.0,0.0,1.1368680000000009,high,UC_inflamed,CD_inflamed,16661090.0,9.057652760270247e-226,11609,1979,1.1034303911055396e-223
RAB1B,CD8T,0.0,0.0,0.47941326,medium,UC_inflamed,UC_non_inflamed,48247565.5,1.2186305105916365e-256,11609,6890,1.87271415773648e-254
RAB1B,CD8T,0.0,0.0,0.47941326,medium,UC_inflamed,CD_inflamed,9630845.0,7.024259800444164e-46,11609,1979,7.904255455991704e-45
RAB1B,CD8T,0.0,0.0,0.47941326,medium,Healthy,UC_inflamed,145220174.0,6.466550577232688e-17,23962,11609,3.1036744761237513e-16
RAB1B,CD8T,0.0,0.0,0.47941326,medium,UC_inflamed,Colitis_inflamed,68463777.5,1.0101464170455831e-08,11609,12212,3.3226600315589873e-08
POLD4,CD8T,0.0,0.0,0.52494562,high,UC_inflamed,UC_non_inflamed,49400329.0,0.0,11609,6890,0.0
POLD4,CD8T,0.0,0.0,0.52494562,high,UC_inflamed,Colitis_inflamed,62261077.0,1.973021257627912e-83,11609,12212,4.7053912859614274e-82
POLD4,CD8T,0.0,0.0,0.52494562,high,Healthy,UC_inflamed,148723047.0,2.255530719200509e-37,23962,11609,2.050308869036756e-36
POLD4,CD8T,0.0,0.0,0.52494562,high,UC_inflamed,CD_inflamed,9875217.5,1.7073049038090835e-34,11609,1979,1.4377069529853746e-33
RPS3,CD8T,0.0,0.0,0.8089702999999999,high,UC_inflamed,UC_non_inflamed,26654334.0,0.0,11609,6890,0.0
RPS3,CD8T,0.0,0.0,0.8089702999999999,high,UC_inflamed,CD_inflamed,13942363.0,2.506942034666329e-52,11609,1979,3.288880862520464e-51
RPS3,CD8T,0.0,0.0,0.8089702999999999,high,UC_inflamed,Colitis_inflamed,65375846.0,2.931475227951656e-25,11609,12212,1.887776742219257e-24
RPS3,CD8T,0.0,0.0,0.8089702999999999,high,Healthy,UC_inflamed,145523010.5,1.3697290956069528e-12,23962,11609,5.496047807446988e-12
CD3E,CD8T,0.0,0.0,0.7618963000000001,high,Healthy,UC_inflamed,167133753.5,5.9687070128048233e-210,23962,11609,6.438447852727507e-208
CD3E,CD8T,0.0,0.0,0.7618963000000001,high,UC_inflamed,UC_non_inflamed,50509260.0,8.0442419135385375e-199,11609,6890,7.870748239218599e-197
CD3E,CD8T,0.0,0.0,0.7618963000000001,high,UC_inflamed,Colitis_inflamed,56472567.5,7.380266524638114e-163,11609,12212,5.055686617579618e-161
CD3E,CD8T,0.0,0.0,0.7618963000000001,high,UC_inflamed,CD_inflamed,8910985.0,1.1366312358486513e-57,11609,1979,1.672188366981139e-56
GAPDH,CD8T,0.0,0.0,0.8079910999999997,high,Healthy,UC_inflamed,174650848.0,0.0,23962,11609,0.0
GAPDH,CD8T,0.0,0.0,0.8079910999999997,high,UC_inflamed,UC_non_inflamed,47276726.5,6.7571354674767625e-96,11609,6890,1.987283906203675e-94
GAPDH,CD8T,0.0,0.0,0.8079910999999997,high,UC_inflamed,CD_inflamed,10177804.5,4.422947945691989e-16,11609,1979,2.054263205922696e-15
GAPDH,CD8T,0.0,0.0,0.8079910999999997,high,UC_inflamed,Colitis_inflamed,67158048.0,2.057184514622661e-12,11609,12212,8.19160751835776e-12
SLC2A3,CD8T,0.0,0.0,1.59871032,high,UC_inflamed,UC_non_inflamed,54459991.0,0.0,11609,6890,0.0
SLC2A3,CD8T,0.0,0.0,1.59871032,high,UC_inflamed,CD_inflamed,7189428.5,3.04824308788152e-167,11609,1979,2.177026826178797e-165
SLC2A3,CD8T,0.0,0.0,1.59871032,high,UC_inflamed,Colitis_inflamed,65336237.5,2.334562102578856e-27,11609,12212,1.6063454952590134e-26
SLC2A3,CD8T,0.0,0.0,1.59871032,high,Healthy,UC_inflamed,133195628.0,8.48426113317419e-12,23962,11609,3.280412588523524e-11
CLEC2B,CD8T,0.0,0.0,1.01146804,high,UC_inflamed,UC_non_inflamed,50527996.5,1.12967526517361e-236,11609,6890,1.497400835030534e-234
CLEC2B,CD8T,0.0,0.0,1.01146804,high,UC_inflamed,CD_inflamed,8637659.0,1.634292978068341e-75,11609,1979,3.389169252097687e-74
CLEC2B,CD8T,0.0,0.0,1.01146804,high,Healthy,UC_inflamed,126125293.5,4.830153759909508e-52,23962,11609,6.296206094969052e-51
CLEC2B,CD8T,0.0,0.0,1.01146804,high,UC_inflamed,Colitis_inflamed,74798004.0,7.658840328093143e-15,11609,12212,3.3862902809592336e-14
GABARAPL1,CD8T,0.0,0.0,0.65596919,high,UC_inflamed,UC_non_inflamed,50843015.5,0.0,11609,6890,0.0
GABARAPL1,CD8T,0.0,0.0,0.65596919,high,UC_inflamed,CD_inflamed,9884051.0,6.820863881850229e-30,11609,1979,5.054525965913492e-29
GABARAPL1,CD8T,0.0,0.0,0.65596919,high,UC_inflamed,Colitis_inflamed,75676290.5,2.0461272093748675e-27,11609,12212,1.4111373204428846e-26
GABARAPL1,CD8T,0.0,0.0,0.65596919,high,Healthy,UC_inflamed,131896162.5,2.460466974706632e-21,23962,11609,1.38653628985095e-20
KLRK1,CD8T,0.0,0.0,1.13060096,high,UC_inflamed,UC_non_inflamed,54514056.0,0.0,11609,6890,0.0
KLRK1,CD8T,0.0,0.0,1.13060096,high,UC_inflamed,Colitis_inflamed,56366933.0,3.8002255026766177e-190,11609,12212,3.430640791513841e-188
KLRK1,CD8T,0.0,0.0,1.13060096,high,UC_inflamed,CD_inflamed,8193940.0,1.8418605779637082e-112,11609,1979,6.896806465497681e-111
KLRK1,CD8T,0.0,0.0,1.13060096,high,Healthy,UC_inflamed,146810371.0,3.876616100848548e-21,23962,11609,2.170673190465401e-20
KLRC3,CD8T,0.0,0.0,0.356038967,medium,UC_inflamed,Colitis_inflamed,60898370.0,4.070260368931496e-195,11609,12212,3.851442023598222e-193
KLRC3,CD8T,0.0,0.0,0.356038967,medium,Healthy,UC_inflamed,155989055.0,8.873294977247882e-182,23962,11609,7.343495149464396e-180
KLRC3,CD8T,0.0,0.0,0.356038967,medium,UC_inflamed,UC_non_inflamed,43053221.5,1.5440773779478923e-104,11609,6890,5.194770455786673e-103
KLRC3,CD8T,0.0,0.0,0.356038967,medium,UC_inflamed,CD_inflamed,10250570.0,2.0955078446751708e-48,11609,1979,2.5164531980086222e-47
RPS26,CD8T,0.0,0.0,1.0011039,high,UC_inflamed,UC_non_inflamed,56383664.0,0.0,11609,6890,0.0
RPS26,CD8T,0.0,0.0,1.0011039,high,UC_inflamed,Colitis_inflamed,108271741.0,0.0,11609,12212,0.0
RPS26,CD8T,0.0,0.0,1.0011039,high,UC_inflamed,CD_inflamed,16989150.5,2.9877920635457245e-255,11609,1979,4.548052096730047e-253
RPS26,CD8T,0.0,0.0,1.0011039,high,Healthy,UC_inflamed,119415363.0,3.173703856523836e-104,23962,11609,1.0624090752300224e-102
RPL41,CD8T,0.0,0.0,2.309851,high,Healthy,UC_inflamed,100854854.5,0.0,23962,11609,0.0
RPL41,CD8T,0.0,0.0,2.309851,high,UC_inflamed,UC_non_inflamed,25731455.0,0.0,11609,6890,0.0
RPL41,CD8T,0.0,0.0,2.309851,high,UC_inflamed,Colitis_inflamed,118414970.5,0.0,11609,12212,0.0
RPL41,CD8T,0.0,0.0,2.309851,high,UC_inflamed,CD_inflamed,20965370.5,0.0,11609,1979,0.0
ARHGAP9,CD8T,0.0,0.0,0.8456524400000001,high,UC_inflamed,UC_non_inflamed,51455124.0,0.0,11609,6890,0.0
ARHGAP9,CD8T,0.0,0.0,0.8456524400000001,high,UC_inflamed,CD_inflamed,9224340.0,4.563310865853553e-52,11609,1979,5.952707070676453e-51
ARHGAP9,CD8T,0.0,0.0,0.8456524400000001,high,UC_inflamed,Colitis_inflamed,74567926.0,1.2087645272977278e-14,11609,12212,5.2988447801217167e-14
ARHGAP9,CD8T,0.0,0.0,0.8456524400000001,high,Healthy,UC_inflamed,143884245.0,9.650839426128037e-09,23962,11609,3.1790466334865726e-08
PHLDA1,CD8T,0.0,0.0,0.41136196,medium,UC_inflamed,UC_non_inflamed,48520107.5,1.152009140708164e-246,11609,6890,1.6389670681188144e-244
PHLDA1,CD8T,0.0,0.0,0.41136196,medium,UC_inflamed,Colitis_inflamed,83065601.0,4.913493192959272e-224,11609,12212,5.923039511422835e-222
PHLDA1,CD8T,0.0,0.0,0.41136196,medium,UC_inflamed,CD_inflamed,13067742.0,5.845131773560463e-35,11609,1979,4.976519730027029e-34
PHLDA1,CD8T,0.0,0.0,0.41136196,medium,Healthy,UC_inflamed,130732347.5,1.4617333350616202e-32,23962,11609,1.1691108145196362e-31
BTG1,CD8T,0.0,0.0,0.5810944999999998,high,UC_inflamed,Colitis_inflamed,49723910.5,0.0,11609,12212,0.0
BTG1,CD8T,0.0,0.0,0.5810944999999998,high,UC_inflamed,CD_inflamed,7576949.0,6.475748560449142e-130,11609,1979,3.0557260640502034e-128
BTG1,CD8T,0.0,0.0,0.5810944999999998,high,UC_inflamed,UC_non_inflamed,36236719.0,9.994387168019638e-27,11609,6890,6.749679428899076e-26
BTG1,CD8T,0.0,0.0,0.5810944999999998,high,Healthy,UC_inflamed,144391901.0,5.010962760452495e-09,23962,11609,1.6766018875864763e-08
RPL6,CD8T,0.0,0.0,0.631948,high,UC_inflamed,UC_non_inflamed,28766918.0,2.916560382341391e-224,11609,6890,3.518442318921955e-222
RPL6,CD8T,0.0,0.0,0.631948,high,UC_inflamed,Colitis_inflamed,62026127.5,1.3404149059398022e-62,11609,12212,2.1838525098796678e-61
RPL6,CD8T,0.0,0.0,0.631948,high,UC_inflamed,CD_inflamed,13466878.0,1.235164159485058e-34,11609,1979,1.0436683519678313e-33
RPL6,CD8T,0.0,0.0,0.631948,high,Healthy,UC_inflamed,146721315.0,4.213347771345985e-17,23962,11609,2.0365546942443374e-16
COX6A1,CD8T,0.0,0.0,0.5528870999999999,high,UC_inflamed,UC_non_inflamed,47302929.0,8.035577054104333e-109,11609,6890,2.8662894453233727e-107
COX6A1,CD8T,0.0,0.0,0.5528870999999999,high,Healthy,UC_inflamed,154068468.0,5.017972974513141e-64,23962,11609,8.412914298827206e-63
COX6A1,CD8T,0.0,0.0,0.5528870999999999,high,UC_inflamed,Colitis_inflamed,65399289.5,2.139334299960422e-26,11609,12212,1.429863002193833e-25
COX6A1,CD8T,0.0,0.0,0.5528870999999999,high,UC_inflamed,CD_inflamed,10100116.5,8.159162946193283e-19,11609,1979,4.207733813072554e-18
UBC,CD8T,0.0,0.0,0.9743711000000002,high,UC_inflamed,UC_non_inflamed,53112990.0,4.365215717825468e-307,11609,6890,9.36109176239403e-305
UBC,CD8T,0.0,0.0,0.9743711000000002,high,UC_inflamed,Colitis_inflamed,85904891.5,7.866326833585703e-177,11609,12212,6.207113848843595e-175
UBC,CD8T,0.0,0.0,0.9743711000000002,high,UC_inflamed,CD_inflamed,9433128.5,3.277756217434695e-37,11609,1979,2.9686347925872094e-36
UBC,CD8T,0.0,0.0,0.9743711000000002,high,Healthy,UC_inflamed,128326151.5,1.8493460628823183e-32,23962,11609,1.4748795851599355e-31
RPL21,CD8T,0.0,0.0,1.9026038,high,UC_inflamed,UC_non_inflamed,17257557.5,0.0,11609,6890,0.0
RPL21,CD8T,0.0,0.0,1.9026038,high,UC_inflamed,Colitis_inflamed,94251011.5,0.0,11609,12212,0.0
RPL21,CD8T,0.0,0.0,1.9026038,high,UC_inflamed,CD_inflamed,17212876.0,4.747915796591688e-276,11609,1979,8.213231353824827e-274
RPL21,CD8T,0.0,0.0,1.9026038,high,Healthy,UC_inflamed,114207911.5,2.8447502752101536e-165,23962,11609,1.9936772490104236e-163
PSMA6,CD8T,0.0,0.0,0.46946735,medium,UC_inflamed,UC_non_inflamed,48966425.5,0.0,11609,6890,0.0
PSMA6,CD8T,0.0,0.0,0.46946735,medium,UC_inflamed,CD_inflamed,9919073.5,7.567514425190009e-34,11609,1979,6.254481156609109e-33
PSMA6,CD8T,0.0,0.0,0.46946735,medium,UC_inflamed,Colitis_inflamed,67059049.5,2.228137198455576e-19,11609,12212,1.173566719466496e-18
PSMA6,CD8T,0.0,0.0,0.46946735,medium,Healthy,UC_inflamed,144091669.5,5.939867844132489e-12,23962,11609,2.3153638210318938e-11
RPS29,CD8T,0.0,0.0,1.5937915,high,UC_inflamed,UC_non_inflamed,20870281.5,0.0,11609,6890,0.0
RPS29,CD8T,0.0,0.0,1.5937915,high,UC_inflamed,CD_inflamed,16344809.0,2.564953746869304e-199,11609,1979,2.5296129879565297e-197
RPS29,CD8T,0.0,0.0,1.5937915,high,UC_inflamed,Colitis_inflamed,82913019.0,6.745735961598584e-114,11609,12212,2.587284535878666e-112
RPS29,CD8T,0.0,0.0,1.5937915,high,Healthy,UC_inflamed,125648590.0,1.444366195610216e-49,23962,11609,1.778403484732609e-48
RPL36AL,CD8T,0.0,0.0,0.4885222999999998,medium,UC_inflamed,Colitis_inflamed,88836535.5,7.824530624257683e-253,11609,12212,1.1689616484570499e-250
