gene,cell_type,KW_p,KW_FDR,effect_size,effect_size_class,disease_1,disease_2,mw_stat,mw_p,n1,n2,mw_FDR
PPP2CA,CD8T,9.00761267878954e-281,2.7035010485934558e-279,0.5219703899999999,high,UC_inflamed,CD_inflamed,8915523.5,4.600965935826597e-77,11609,1979,9.787155778165015e-76
PPP2CA,CD8T,9.00761267878954e-281,2.7035010485934558e-279,0.5219703899999999,high,UC_inflamed,Colitis_inflamed,67365257.5,5.351119758936139e-15,11609,12212,2.3812490320153223e-14
PPP2CA,CD8T,9.00761267878954e-281,2.7035010485934558e-279,0.5219703899999999,high,Healthy,UC_inflamed,134562036.5,9.332620139729003e-10,23962,11609,3.253034679439524e-09
STAT4,CD8T,1.7669487515572574e-279,5.2930158459461815e-278,0.4765056200000001,medium,UC_inflamed,UC_non_inflamed,48648531.0,1.4715660007592314e-221,11609,6890,1.7349612329595478e-219
STAT4,CD8T,1.7669487515572574e-279,5.2930158459461815e-278,0.4765056200000001,medium,UC_inflamed,Colitis_inflamed,77210562.5,9.365110247338388e-49,11609,12212,1.1325756591828846e-47
STAT4,CD8T,1.7669487515572574e-279,5.2930158459461815e-278,0.4765056200000001,medium,Healthy,UC_inflamed,132561415.5,4.1586075259583376e-18,23962,11609,2.0904667646407086e-17
STAT4,CD8T,1.7669487515572574e-279,5.2930158459461815e-278,0.4765056200000001,medium,UC_inflamed,CD_inflamed,10492985.5,9.050755472686926e-13,11609,1979,3.659521902227485e-12
GZMH,CD8T,1.7836976234739838e-278,5.322676958186186e-277,0.3688646599999999,medium,UC_inflamed,Colitis_inflamed,81976726.0,9.698987488899096e-254,11609,12212,1.45711001407388e-251
GZMH,CD8T,1.7836976234739838e-278,5.322676958186186e-277,0.3688646599999999,medium,Healthy,UC_inflamed,125056549.5,1.0523610961690898e-127,23962,11609,4.8230721268648805e-126
GZMH,CD8T,1.7836976234739838e-278,5.322676958186186e-277,0.3688646599999999,medium,UC_inflamed,CD_inflamed,12588044.0,1.255947075955793e-21,11609,1979,7.152920170545317e-21
GZMH,CD8T,1.7836976234739838e-278,5.322676958186186e-277,0.3688646599999999,medium,UC_inflamed,UC_non_inflamed,42159366.0,1.4344643458546325e-18,11609,6890,7.33444926344176e-18
DENND4A,CD8T,7.039596851283028e-278,2.096640081358185e-276,0.318296502,medium,UC_inflamed,UC_non_inflamed,46734969.0,8.529786926538746e-236,11609,6890,1.1250795942007086e-233
DENND4A,CD8T,7.039596851283028e-278,2.096640081358185e-276,0.318296502,medium,Healthy,UC_inflamed,130395329.0,1.1063740079768037e-52,23962,11609,1.4627824807869982e-51
DENND4A,CD8T,7.039596851283028e-278,2.096640081358185e-276,0.318296502,medium,UC_inflamed,Colitis_inflamed,74574006.5,8.880188107166392e-27,11609,12212,6.004258342748006e-26
DENND4A,CD8T,7.039596851283028e-278,2.096640081358185e-276,0.318296502,medium,UC_inflamed,CD_inflamed,10783232.0,5.92725268609576e-10,11609,1979,2.08793728011488e-09
H2AFX,CD8T,7.799883800464296e-278,2.318638498008e-276,0.39064223,medium,UC_inflamed,UC_non_inflamed,47062728.5,3.857880369999742e-214,11609,6890,4.273119900883484e-212
H2AFX,CD8T,7.799883800464296e-278,2.318638498008e-276,0.39064223,medium,UC_inflamed,CD_inflamed,10138703.5,5.462131123881619e-28,11609,1979,3.832844832474119e-27
H2AFX,CD8T,7.799883800464296e-278,2.318638498008e-276,0.39064223,medium,UC_inflamed,Colitis_inflamed,73875986.0,2.308687589053465e-15,11609,12212,1.0420799781868289e-14
H2AFX,CD8T,7.799883800464296e-278,2.318638498008e-276,0.39064223,medium,Healthy,UC_inflamed,135438883.0,2.2684045018451777e-08,23962,11609,7.30594642472934e-08
CCDC69,CD8T,7.96566255210046e-277,2.3633999178913328e-275,0.32210262,medium,UC_inflamed,Colitis_inflamed,61586062.5,5.959920697151912e-121,11609,12212,2.5153176841622527e-119
CCDC69,CD8T,7.96566255210046e-277,2.3633999178913328e-275,0.32210262,medium,UC_inflamed,CD_inflamed,8937401.5,4.826209221704029e-109,11609,1979,1.726095925284108e-107
CCDC69,CD8T,7.96566255210046e-277,2.3633999178913328e-275,0.32210262,medium,Healthy,UC_inflamed,152832928.5,1.3121933531778227e-90,23962,11609,3.546974480182752e-89
CCDC69,CD8T,7.96566255210046e-277,2.3633999178913328e-275,0.32210262,medium,UC_inflamed,UC_non_inflamed,41741035.5,3.357958310948117e-15,11609,6890,1.5060268622857617e-14
CCR7,CD8T,1.5465868132620208e-274,4.54532801243566e-273,0.36578869,medium,Healthy,UC_inflamed,129697942.0,1.5353839033913723e-84,23962,11609,3.7369438966477335e-83
CCR7,CD8T,1.5465868132620208e-274,4.54532801243566e-273,0.36578869,medium,UC_inflamed,CD_inflamed,10275896.5,2.970202139670234e-31,11609,1979,2.288213607241766e-30
CCR7,CD8T,1.5465868132620208e-274,4.54532801243566e-273,0.36578869,medium,UC_inflamed,UC_non_inflamed,38126591.5,3.048782275239761e-16,11609,6890,1.4247762330316393e-15
CCR7,CD8T,1.5465868132620208e-274,4.54532801243566e-273,0.36578869,medium,UC_inflamed,Colitis_inflamed,68379962.0,4.197006261884406e-13,11609,12212,1.7212759644413753e-12
YWHAB,CD8T,1.1993526141031329e-272,3.504950205161919e-271,0.5712437700000002,high,UC_inflamed,UC_non_inflamed,46019690.5,1.6805178429686394e-73,11609,6890,3.346283365604592e-72
YWHAB,CD8T,1.1993526141031329e-272,3.504950205161919e-271,0.5712437700000002,high,UC_inflamed,Colitis_inflamed,61523426.5,5.944590890974464e-73,11609,12212,1.1711025846990057e-71
YWHAB,CD8T,1.1993526141031329e-272,3.504950205161919e-271,0.5712437700000002,high,UC_inflamed,CD_inflamed,9634882.5,3.394635313425151e-32,11609,1979,2.687044221110393e-31
YWHAB,CD8T,1.1993526141031329e-272,3.504950205161919e-271,0.5712437700000002,high,Healthy,UC_inflamed,149423625.0,1.4103651689827223e-31,23962,11609,1.0969204156307887e-30
CD83,CD8T,1.8116161390694748e-272,5.284276944486515e-271,0.3945946079999999,medium,UC_inflamed,UC_non_inflamed,45866925.5,5.264930794733722e-190,11609,6890,4.739614893749949e-188
CD83,CD8T,1.8116161390694748e-272,5.284276944486515e-271,0.3945946079999999,medium,UC_inflamed,Colitis_inflamed,75936416.5,5.1040105415852e-56,11609,12212,7.247406962813405e-55
CD83,CD8T,1.8116161390694748e-272,5.284276944486515e-271,0.3945946079999999,medium,Healthy,UC_inflamed,130685624.5,5.870369244778576e-54,23962,11609,7.971525858951008e-53
CD83,CD8T,1.8116161390694748e-272,5.284276944486515e-271,0.3945946079999999,medium,UC_inflamed,CD_inflamed,10528953.0,3.8485514774598245e-18,11609,1979,1.9375092699121745e-17
BTG3,CD8T,4.6073033189034846e-272,1.3388737326914483e-270,0.38052938,medium,UC_inflamed,UC_non_inflamed,47000808.5,8.990783191699324e-195,11609,6890,8.482516889415209e-193
BTG3,CD8T,4.6073033189034846e-272,1.3388737326914483e-270,0.38052938,medium,UC_inflamed,Colitis_inflamed,76157975.5,2.891536250369645e-44,11609,12212,3.1232858022939723e-43
BTG3,CD8T,4.6073033189034846e-272,1.3388737326914483e-270,0.38052938,medium,Healthy,UC_inflamed,130468936.0,8.792686768348016e-41,23962,11609,8.713692720709176e-40
BTG3,CD8T,4.6073033189034846e-272,1.3388737326914483e-270,0.38052938,medium,UC_inflamed,CD_inflamed,10288485.0,1.2585812897465516e-21,11609,1979,7.167162289653199e-21
PNPLA8,CD8T,8.747513164474985e-272,2.532543522683288e-270,0.37520638,medium,UC_inflamed,UC_non_inflamed,46514848.5,1.1529510854849968e-185,11609,6890,9.91365575639929e-184
PNPLA8,CD8T,8.747513164474985e-272,2.532543522683288e-270,0.37520638,medium,Healthy,UC_inflamed,129901680.0,1.3542776987989023e-51,23962,11609,1.7494699879005632e-50
PNPLA8,CD8T,8.747513164474985e-272,2.532543522683288e-270,0.37520638,medium,UC_inflamed,CD_inflamed,10165310.0,9.51150662881338e-28,11609,1979,6.620399959246239e-27
PNPLA8,CD8T,8.747513164474985e-272,2.532543522683288e-270,0.37520638,medium,UC_inflamed,Colitis_inflamed,73905469.5,3.8367559549922693e-16,11609,12212,1.7863303938929342e-15
LINC00623,CD8T,8.945484764902298e-272,2.58504556951554e-270,0.290142947,medium,UC_inflamed,UC_non_inflamed,43756948.0,5.4105092247103186e-129,11609,6890,2.51911682752124e-127
LINC00623,CD8T,8.945484764902298e-272,2.58504556951554e-270,0.290142947,medium,UC_inflamed,CD_inflamed,9838881.5,1.204997386371094e-69,11609,1979,2.245860769298284e-68
LINC00623,CD8T,8.945484764902298e-272,2.58504556951554e-270,0.290142947,medium,UC_inflamed,Colitis_inflamed,67382498.5,1.2331814764411605e-29,11609,12212,9.074885847879775e-29
LINC00623,CD8T,8.945484764902298e-272,2.58504556951554e-270,0.290142947,medium,Healthy,UC_inflamed,143454528.0,8.7963229128831e-17,23962,11609,4.199714826040031e-16
BCLAF1,CD8T,1.0557208242790463e-271,3.045137598342548e-270,0.50833862,high,UC_inflamed,UC_non_inflamed,49263333.0,2.104131949120515e-219,11609,6890,2.432666549934379e-217
BCLAF1,CD8T,1.0557208242790463e-271,3.045137598342548e-270,0.50833862,high,Healthy,UC_inflamed,128967254.5,3.86936038763342e-37,23962,11609,3.49893593727323e-36
BCLAF1,CD8T,1.0557208242790463e-271,3.045137598342548e-270,0.50833862,high,UC_inflamed,Colitis_inflamed,74441348.5,3.7979660720422006e-14,11609,12212,1.6300565928536308e-13
BCLAF1,CD8T,1.0557208242790463e-271,3.045137598342548e-270,0.50833862,high,UC_inflamed,CD_inflamed,10499037.5,1.5478855164632984e-11,11609,1979,5.906714113032275e-11
UBE2B,CD8T,4.3306826271823564e-270,1.2399470129798174e-268,0.5457125700000001,high,UC_inflamed,UC_non_inflamed,46643924.5,1.9169829776458322e-118,11609,6890,7.841760440687357e-117
UBE2B,CD8T,4.3306826271823564e-270,1.2399470129798174e-268,0.5457125700000001,high,UC_inflamed,CD_inflamed,9242708.0,7.106500820148463e-55,11609,1979,9.845178125461592e-54
UBE2B,CD8T,4.3306826271823564e-270,1.2399470129798174e-268,0.5457125700000001,high,Healthy,UC_inflamed,132606412.5,6.758261786679827e-17,23962,11609,3.240303842645985e-16
UBE2B,CD8T,4.3306826271823564e-270,1.2399470129798174e-268,0.5457125700000001,high,UC_inflamed,Colitis_inflamed,68084625.5,2.270377088427997e-09,11609,12212,7.742270948638044e-09
ARID5A,CD8T,9.843083604418827e-269,2.787439358795984e-267,0.4657007199999999,medium,UC_inflamed,UC_non_inflamed,47744604.5,1.2676885192313507e-175,11609,6890,9.858099276784598e-174
ARID5A,CD8T,9.843083604418827e-269,2.787439358795984e-267,0.4657007199999999,medium,Healthy,UC_inflamed,126358826.5,6.893896502613849e-68,23962,11609,1.243433790733521e-66
ARID5A,CD8T,9.843083604418827e-269,2.787439358795984e-267,0.4657007199999999,medium,UC_inflamed,Colitis_inflamed,76289646.0,2.2893822450809293e-35,11609,12212,1.970946760946617e-34
ARID5A,CD8T,9.843083604418827e-269,2.787439358795984e-267,0.4657007199999999,medium,UC_inflamed,CD_inflamed,10114881.5,8.754268704874304e-23,11609,1979,5.188132382410328e-22
LMNB1,CD8T,8.812177339582922e-268,2.477448844457426e-266,0.270815134,medium,UC_inflamed,UC_non_inflamed,43950821.5,5.990248727706927e-123,11609,6890,2.5940563527754787e-121
LMNB1,CD8T,8.812177339582922e-268,2.477448844457426e-266,0.270815134,medium,Healthy,UC_inflamed,131304625.5,9.035182726184952e-72,23962,11609,1.7483073147327723e-70
LMNB1,CD8T,8.812177339582922e-268,2.477448844457426e-266,0.270815134,medium,UC_inflamed,CD_inflamed,10263696.5,4.7107919009772e-37,11609,1979,4.2467004514546767e-36
LMNB1,CD8T,8.812177339582922e-268,2.477448844457426e-266,0.270815134,medium,UC_inflamed,Colitis_inflamed,73300461.0,5.024581755349285e-18,11609,12212,2.517370949444711e-17
RELT,CD8T,2.959311247707909e-267,8.289803958218893e-266,0.260785826,medium,UC_inflamed,UC_non_inflamed,43101572.5,8.701453485495308e-95,11609,6890,2.513666518096896e-93
RELT,CD8T,2.959311247707909e-267,8.289803958218893e-266,0.260785826,medium,UC_inflamed,CD_inflamed,10041109.5,1.3928282334227521e-59,11609,1979,2.134909936163836e-58
RELT,CD8T,2.959311247707909e-267,8.289803958218893e-266,0.260785826,medium,UC_inflamed,Colitis_inflamed,73857199.5,1.778126232414406e-35,11609,12212,1.536057660946951e-34
RELT,CD8T,2.959311247707909e-267,8.289803958218893e-266,0.260785826,medium,Healthy,UC_inflamed,134415491.5,1.8536558448566542e-30,23962,11609,1.3961150157328913e-29
NUCB2,CD8T,7.600887510199953e-267,2.1215619052258288e-265,0.37556197,medium,UC_inflamed,Colitis_inflamed,58911828.5,6.116102290942534e-148,11609,12212,3.5508229053939987e-146
NUCB2,CD8T,7.600887510199953e-267,2.1215619052258288e-265,0.37556197,medium,UC_inflamed,UC_non_inflamed,42603839.5,1.901725864979856e-21,11609,6890,1.0762657713568044e-20
NUCB2,CD8T,7.600887510199953e-267,2.1215619052258288e-265,0.37556197,medium,UC_inflamed,CD_inflamed,10556658.5,2.810013438589476e-12,11609,1979,1.1124149852141856e-11
NUCB2,CD8T,7.600887510199953e-267,2.1215619052258288e-265,0.37556197,medium,Healthy,UC_inflamed,143334291.5,1.681979210709205e-08,23962,11609,5.455516320961826e-08
SF3A2,CD8T,1.7145206524934176e-265,4.742998680483125e-264,0.40641903,medium,UC_inflamed,UC_non_inflamed,45032222.5,1.244394060125974e-100,11609,6890,3.935002226257375e-99
SF3A2,CD8T,1.7145206524934176e-265,4.742998680483125e-264,0.40641903,medium,UC_inflamed,CD_inflamed,9198609.0,2.675973081031902e-74,11609,1979,5.418904371937481e-73
SF3A2,CD8T,1.7145206524934176e-265,4.742998680483125e-264,0.40641903,medium,UC_inflamed,Colitis_inflamed,66603114.0,1.468462707423219e-25,11609,12212,9.551145714248592e-25
SF3A2,CD8T,1.7145206524934176e-265,4.742998680483125e-264,0.40641903,medium,Healthy,UC_inflamed,145492631.0,8.425512188391345e-20,23962,11609,4.507170457518189e-19
ZNF410,CD8T,1.75903308942046e-264,4.831746897742031e-263,0.2736327175,medium,UC_inflamed,UC_non_inflamed,45591305.0,1.1851168752717894e-214,11609,6890,1.3245182009890473e-212
ZNF410,CD8T,1.75903308942046e-264,4.831746897742031e-263,0.2736327175,medium,Healthy,UC_inflamed,132989981.0,5.053683697391181e-33,23962,11609,4.092190454345867e-32
ZNF410,CD8T,1.75903308942046e-264,4.831746897742031e-263,0.2736327175,medium,UC_inflamed,CD_inflamed,10554522.5,1.5316963185153912e-19,11609,1979,8.117935041198661e-19
ZNF410,CD8T,1.75903308942046e-264,4.831746897742031e-263,0.2736327175,medium,UC_inflamed,Colitis_inflamed,73446081.0,9.377564702207258e-17,11609,12212,4.472979490849659e-16
CYCS,CD8T,4.1193602933176415e-263,1.1275298323980524e-261,0.7340944699999999,high,UC_inflamed,UC_non_inflamed,49809451.5,3.4204720507485124e-196,11609,6890,3.269240497169424e-194
CYCS,CD8T,4.1193602933176415e-263,1.1275298323980524e-261,0.7340944699999999,high,Healthy,UC_inflamed,127456368.5,6.704301343958886e-41,23962,11609,6.663340727256101e-40
CYCS,CD8T,4.1193602933176415e-263,1.1275298323980524e-261,0.7340944699999999,high,UC_inflamed,Colitis_inflamed,76385144.5,3.445416501471823e-27,11609,12212,2.3593023834433315e-26
CYCS,CD8T,4.1193602933176415e-263,1.1275298323980524e-261,0.7340944699999999,high,UC_inflamed,CD_inflamed,10029722.5,1.3081678245279665e-20,11609,1979,7.199057855466566e-20
PLAC8,CD8T,9.01400597431628e-263,2.458609664608688e-261,0.27246543,medium,UC_inflamed,UC_non_inflamed,36396766.5,4.016217590214429e-46,11609,6890,4.547647070969794e-45
PLAC8,CD8T,9.01400597431628e-263,2.458609664608688e-261,0.27246543,medium,Healthy,UC_inflamed,131913261.5,1.3957113933040881e-36,23962,11609,1.241874695533831e-35
PLAC8,CD8T,9.01400597431628e-263,2.458609664608688e-261,0.27246543,medium,UC_inflamed,CD_inflamed,10133074.5,1.1086625749876176e-32,11609,1979,8.897698096464635e-32
PLAC8,CD8T,9.01400597431628e-263,2.458609664608688e-261,0.27246543,medium,UC_inflamed,Colitis_inflamed,66590030.5,3.923999952380537e-29,11609,12212,2.845770218088375e-28
PRKACB,CD8T,1.2118455845800148e-262,3.299573258049998e-261,0.27823176,medium,UC_inflamed,UC_non_inflamed,44944112.5,1.3536254338491954e-102,11609,6890,4.400512234990168e-101
PRKACB,CD8T,1.2118455845800148e-262,3.299573258049998e-261,0.27823176,medium,Healthy,UC_inflamed,149183753.5,2.1194762171772625e-46,23962,11609,2.414185195391457e-45
PRKACB,CD8T,1.2118455845800148e-262,3.299573258049998e-261,0.27823176,medium,UC_inflamed,Colitis_inflamed,66192233.5,3.0168104092355158e-31,11609,12212,2.3234532849092813e-30
PRKACB,CD8T,1.2118455845800148e-262,3.299573258049998e-261,0.27823176,medium,UC_inflamed,CD_inflamed,10219831.0,8.707852143215003e-26,11609,1979,5.703361615619894e-25
IDI1,CD8T,7.880544505619198e-262,2.1307621813715075e-260,0.52327405,high,UC_inflamed,UC_non_inflamed,47104949.0,5.435974289451672e-158,11609,6890,3.5315194002266713e-156
IDI1,CD8T,7.880544505619198e-262,2.1307621813715075e-260,0.52327405,high,UC_inflamed,CD_inflamed,9556416.0,2.4677709452098872e-45,11609,1979,2.740171750731193e-44
IDI1,CD8T,7.880544505619198e-262,2.1307621813715075e-260,0.52327405,high,Healthy,UC_inflamed,130724046.0,3.5277943357894693e-31,23962,11609,2.713623144571305e-30
IDI1,CD8T,7.880544505619198e-262,2.1307621813715075e-260,0.52327405,high,UC_inflamed,Colitis_inflamed,74918107.0,2.0258441779067847e-21,11609,12212,1.1454629247336574e-20
FAS,CD8T,5.363160997142771e-257,1.4228850515798406e-255,0.28167602,medium,UC_inflamed,UC_non_inflamed,45564716.5,1.732577977741726e-166,11609,6890,1.2302984273161596e-164
FAS,CD8T,5.363160997142771e-257,1.4228850515798406e-255,0.28167602,medium,UC_inflamed,Colitis_inflamed,76908846.0,4.260658288586515e-81,11609,12212,9.730275345672976e-80
FAS,CD8T,5.363160997142771e-257,1.4228850515798406e-255,0.28167602,medium,UC_inflamed,CD_inflamed,10664816.0,1.0480135887621941e-13,11609,1979,4.412962806760042e-13
FAS,CD8T,5.363160997142771e-257,1.4228850515798406e-255,0.28167602,medium,Healthy,UC_inflamed,135192280.0,1.9382275637610992e-11,23962,11609,7.362585775968229e-11
CD247,CD8T,1.6515685316031306e-256,4.36682584367923e-255,0.7588501999999999,high,UC_inflamed,CD_inflamed,7840185.0,1.6028313698294724e-132,11609,1979,7.784559472588556e-131
CD247,CD8T,1.6515685316031306e-256,4.36682584367923e-255,0.7588501999999999,high,UC_inflamed,Colitis_inflamed,63469677.0,8.721535180555165e-52,11609,12212,1.131922992044814e-50
CD247,CD8T,1.6515685316031306e-256,4.36682584367923e-255,0.7588501999999999,high,Healthy,UC_inflamed,149506904.0,1.7548298682005317e-35,23962,11609,1.516095436262516e-34
CD247,CD8T,1.6515685316031306e-256,4.36682584367923e-255,0.7588501999999999,high,UC_inflamed,UC_non_inflamed,43577390.0,2.324766792175112e-31,11609,6890,1.7963904226072442e-30
AHNAK,CD8T,7.333134689861609e-256,1.9356238543850323e-254,0.3794123399999999,medium,UC_inflamed,UC_non_inflamed,48227792.5,4.547216895125595e-204,11609,6890,4.640869968060691e-202
AHNAK,CD8T,7.333134689861609e-256,1.9356238543850323e-254,0.3794123399999999,medium,UC_inflamed,Colitis_inflamed,80408790.5,1.6973936255551633e-116,11609,12212,6.761445545279717e-115
AHNAK,CD8T,7.333134689861609e-256,1.9356238543850323e-254,0.3794123399999999,medium,Healthy,UC_inflamed,130062083.0,4.8137921431425054e-35,23962,11609,4.106039005630531e-34
AHNAK,CD8T,7.333134689861609e-256,1.9356238543850323e-254,0.3794123399999999,medium,UC_inflamed,CD_inflamed,13019603.0,1.5318655773840008e-30,11609,1979,1.156402696342427e-29
USP15,CD8T,1.578744545741539e-252,4.070438051848044e-251,0.46116609,medium,UC_inflamed,UC_non_inflamed,48028111.5,2.136475860457749e-198,11609,6890,2.077774379992273e-196
USP15,CD8T,1.578744545741539e-252,4.070438051848044e-251,0.46116609,medium,UC_inflamed,CD_inflamed,10217037.0,2.6956033998987472e-20,11609,1979,1.467785534549458e-19
USP15,CD8T,1.578744545741539e-252,4.070438051848044e-251,0.46116609,medium,Healthy,UC_inflamed,132999419.5,1.9119388798270108e-16,23962,11609,9.003443175325734e-16
USP15,CD8T,1.578744545741539e-252,4.070438051848044e-251,0.46116609,medium,UC_inflamed,Colitis_inflamed,73312499.0,2.4959195760295266e-08,11609,12212,8.021228976903305e-08
GLA,CD8T,1.2773407150986892e-250,3.271633623993299e-249,0.32457251,medium,UC_inflamed,UC_non_inflamed,45502580.5,3.996928818583791e-190,11609,6890,3.606192639960333e-188
GLA,CD8T,1.2773407150986892e-250,3.271633623993299e-249,0.32457251,medium,UC_inflamed,Colitis_inflamed,74654372.0,4.889843583283838e-34,11609,12212,4.062467418560032e-33
GLA,CD8T,1.2773407150986892e-250,3.271633623993299e-249,0.32457251,medium,Healthy,UC_inflamed,133475282.0,5.32646418695474e-26,23962,11609,3.5141004354965423e-25
GLA,CD8T,1.2773407150986892e-250,3.271633623993299e-249,0.32457251,medium,UC_inflamed,CD_inflamed,10501065.5,1.1226915413808103e-20,11609,1979,6.19083314179893e-20
ARHGDIB,CD8T,8.530624557579546e-250,2.1706320785055515e-248,0.3730997999999998,medium,Healthy,UC_inflamed,161113388.0,4.067930072930842e-130,23962,11609,1.9240532694435007e-128
ARHGDIB,CD8T,8.530624557579546e-250,2.1706320785055515e-248,0.3730997999999998,medium,UC_inflamed,Colitis_inflamed,64519532.0,3.1993097964788876e-33,11609,12212,2.6056884935922165e-32
ARHGDIB,CD8T,8.530624557579546e-250,2.1706320785055515e-248,0.3730997999999998,medium,UC_inflamed,UC_non_inflamed,43007739.0,7.986984193581028e-18,11609,6890,3.9694608991705736e-17
ARHGDIB,CD8T,8.530624557579546e-250,2.1706320785055515e-248,0.3730997999999998,medium,UC_inflamed,CD_inflamed,10217906.0,3.323377812416038e-15,11609,1979,1.4909744183230346e-14
ITGB7,CD8T,5.551552727782235e-248,1.4034144757533398e-246,0.42948189,medium,UC_inflamed,CD_inflamed,8211830.0,1.2725091158622943e-154,11609,1979,7.952564730679958e-153
ITGB7,CD8T,5.551552727782235e-248,1.4034144757533398e-246,0.42948189,medium,Healthy,UC_inflamed,153835397.5,3.0022180948147288e-93,23962,11609,8.460318883113073e-92
ITGB7,CD8T,5.551552727782235e-248,1.4034144757533398e-246,0.42948189,medium,UC_inflamed,Colitis_inflamed,65541523.0,3.900053106998776e-40,11609,12212,3.803230716815943e-39
ITGB7,CD8T,5.551552727782235e-248,1.4034144757533398e-246,0.42948189,medium,UC_inflamed,UC_non_inflamed,41323178.5,4.441980670058723e-08,11609,6890,1.407011617718821e-07
ARF6,CD8T,6.348031692847681e-248,1.6021566352062158e-246,0.5560058400000001,high,UC_inflamed,CD_inflamed,7880703.0,5.498562447535687e-140,11609,1979,2.925482266850421e-138
ARF6,CD8T,6.348031692847681e-248,1.6021566352062158e-246,0.5560058400000001,high,UC_inflamed,Colitis_inflamed,61607296.5,1.2790260457662447e-84,11609,12212,3.119126963516864e-83
ARF6,CD8T,6.348031692847681e-248,1.6021566352062158e-246,0.5560058400000001,high,Healthy,UC_inflamed,143608033.0,1.2184433253461844e-08,23962,11609,3.9885017489583745e-08
ARF6,CD8T,6.348031692847681e-248,1.6021566352062158e-246,0.5560058400000001,high,UC_inflamed,UC_non_inflamed,41648543.0,1.8050646592874693e-08,11609,6890,5.846855659256776e-08
CD244,CD8T,1.2122211927346495e-246,3.039742400555741e-245,0.28038183,medium,UC_inflamed,UC_non_inflamed,43452024.0,3.438887470508138e-82,11609,6890,8.017267329550312e-81
CD244,CD8T,1.2122211927346495e-246,3.039742400555741e-245,0.28038183,medium,UC_inflamed,CD_inflamed,9853522.0,2.876305992268549e-59,11609,1979,4.378346692389884e-58
CD244,CD8T,1.2122211927346495e-246,3.039742400555741e-245,0.28038183,medium,Healthy,UC_inflamed,148049918.0,6.153191883590661e-51,23962,11609,7.829434722701082e-50
CD244,CD8T,1.2122211927346495e-246,3.039742400555741e-245,0.28038183,medium,UC_inflamed,Colitis_inflamed,67498748.5,1.975752337048604e-24,11609,12212,1.2392215363230817e-23
NFKB1,CD8T,3.101985972059972e-243,7.570891037302414e-242,0.281908185,medium,UC_inflamed,CD_inflamed,9809726.0,1.4485338181128877e-59,11609,1979,2.219661002921794e-58
NFKB1,CD8T,3.101985972059972e-243,7.570891037302414e-242,0.281908185,medium,UC_inflamed,UC_non_inflamed,42960841.0,6.513584959319121e-55,11609,6890,9.030758072471972e-54
NFKB1,CD8T,3.101985972059972e-243,7.570891037302414e-242,0.281908185,medium,Healthy,UC_inflamed,133586595.5,1.903799438009581e-28,23962,11609,1.3540315292856518e-27
NFKB1,CD8T,3.101985972059972e-243,7.570891037302414e-242,0.281908185,medium,UC_inflamed,Colitis_inflamed,68261102.5,4.234466125398562e-15,11609,12212,1.8917605744831715e-14
GPR35,CD8T,9.457510155681908e-242,2.2796265176804127e-240,0.258889283,medium,UC_inflamed,CD_inflamed,9671213.5,3.630429626439138e-153,11609,1979,2.2222755277005824e-151
GPR35,CD8T,9.457510155681908e-242,2.2796265176804127e-240,0.258889283,medium,Healthy,UC_inflamed,143766205.5,1.000960855908387e-33,23962,11609,8.248720556928092e-33
GPR35,CD8T,9.457510155681908e-242,2.2796265176804127e-240,0.258889283,medium,UC_inflamed,UC_non_inflamed,41243789.0,3.107406448759877e-33,11609,6890,2.531733740945911e-32
GPR35,CD8T,9.457510155681908e-242,2.2796265176804127e-240,0.258889283,medium,UC_inflamed,Colitis_inflamed,69723332.5,7.2686735846637925e-09,11609,12212,2.4111138407244e-08
RIN3,CD8T,4.002684193227854e-241,9.588556417891133e-240,0.30902869,medium,UC_inflamed,CD_inflamed,9494520.0,6.786849951700514e-82,11609,1979,1.576095435791446e-80
RIN3,CD8T,4.002684193227854e-241,9.588556417891133e-240,0.30902869,medium,UC_inflamed,UC_non_inflamed,43237984.5,3.675366818254795e-67,11609,6890,6.53186742529171e-66
RIN3,CD8T,4.002684193227854e-241,9.588556417891133e-240,0.30902869,medium,Healthy,UC_inflamed,146986411.0,1.6262005995548056e-39,23962,11609,1.5624603660559681e-38
RIN3,CD8T,4.002684193227854e-241,9.588556417891133e-240,0.30902869,medium,UC_inflamed,Colitis_inflamed,66670698.5,1.6951080037728383e-34,11609,12212,1.427734658269001e-33
NDUFV1,CD8T,4.1573360792287205e-241,9.943708311349065e-240,0.41461688,medium,UC_inflamed,UC_non_inflamed,45859877.5,1.3949693750199364e-119,11609,6890,5.79617693103614e-118
NDUFV1,CD8T,4.1573360792287205e-241,9.943708311349065e-240,0.41461688,medium,UC_inflamed,CD_inflamed,9557555.0,5.473057926811863e-49,11609,1979,6.647330159223609e-48
NDUFV1,CD8T,4.1573360792287205e-241,9.943708311349065e-240,0.41461688,medium,UC_inflamed,Colitis_inflamed,67986107.0,1.0561628328730283e-11,11609,12212,4.065271485724557e-11
NDUFV1,CD8T,4.1573360792287205e-241,9.943708311349065e-240,0.41461688,medium,Healthy,UC_inflamed,143232452.0,1.3386649685033982e-08,23962,11609,4.371112144225138e-08
PTPRCAP,CD8T,3.2852668846848496e-237,7.669075714143449e-236,0.5388474999999999,high,UC_inflamed,Colitis_inflamed,55204892.0,3.523346371529374e-195,11609,12212,3.3378525478517993e-193
