gene,H_statistic,p_value,FDR
SCCPDH,67.37688675382256,8.118573915614765e-14,2.7274090362085916e-13
DICER1,67.36640197579561,8.160013002030397e-14,2.74070205206861e-13
ROGDI,67.3547445292834,8.206334987087917e-14,2.755628618258165e-13
SLC33A1,67.32028670070487,8.344798175536309e-14,2.801481614302613e-13
FAM111A,67.30956481677842,8.388356640545481e-14,2.815459876558715e-13
HEXIM1,67.24762323799638,8.64448309830126e-14,2.9007615141402947e-13
TMEM64,67.24509420160281,8.655105008558757e-14,2.903660915646063e-13
LAGE3,67.24139755866554,8.67065431146713e-14,2.9082116795660175e-13
MORF4L1,67.22682857432417,8.732208515284561e-14,2.928187267345079e-13
CERS5,67.1918617668207,8.88173116598757e-14,2.9776455846804355e-13
TMEM44-AS1,67.17888184791092,8.937883693510725e-14,2.9957856277380183e-13
MRPS27,67.17715018802173,8.945401808457972e-14,2.9976198971219556e-13
CENPT,67.17610973521938,8.949922040794817e-14,2.9984489617239884e-13
SART1,67.12241636954889,9.186316312620246e-14,3.0769435256031333e-13
KIF22,67.0601230071832,9.468401444491845e-14,3.170702805474943e-13
LYZ,67.05216110471835,9.50507385510098e-14,3.1822561634144336e-13
MRI1,66.95701630156117,9.95444643168524e-14,3.3319428508432047e-13
UBE4B,66.94606171779097,1.000752937446809e-13,3.3489457742282576e-13
ZNF669,66.93625569763438,1.005528653587443e-13,3.364159107230683e-13
TUBG1,66.92296055086295,1.0120400245228907e-13,3.3851710840809044e-13
ANAPC1,66.9167915396446,1.0150756235876838e-13,3.394550020094459e-13
RHPN1,66.90461601464516,1.0210935825032889e-13,3.413895815195801e-13
PTPMT1,66.9014414148214,1.0226685323243948e-13,3.4183815403014787e-13
GATAD2A,66.87539973887054,1.035680014913484e-13,3.461084364547821e-13
MRPS30,66.8665620306132,1.0401331789857037e-13,3.4751736445181264e-13
SPG21,66.84132246688782,1.052956557969193e-13,3.517215728397664e-13
CLPP,66.80766223068593,1.070304322288675e-13,3.5743481173241216e-13
PXN,66.78645801244716,1.0813788247995677e-13,3.610509295651142e-13
BET1,66.75610996438482,1.0974284288823259e-13,3.662655950461462e-13
LYPLA1,66.75598109862844,1.0974970846510361e-13,3.662655950461462e-13
GTF3C6,66.74452586428811,1.1036172631339718e-13,3.6822421161123005e-13
PIGV,66.73984406103523,1.1061284114337777e-13,3.689780501058634e-13
GPR137,66.73449239562903,1.1090058423698406e-13,3.698537008212937e-13
BAG4,66.69629419546769,1.1297622208555662e-13,3.76690229452047e-13
PRKAB1,66.69443942187488,1.1307799019484272e-13,3.7694378260127957e-13
CCDC141,66.67399845700915,1.1420563438916976e-13,3.806161852032963e-13
IGLC2,66.66424288087073,1.147477631566545e-13,3.8233599847603794e-13
NCBP1,66.65707929766278,1.151474883465043e-13,3.8358065338251287e-13
CCDC138,66.65581391359915,1.1521824072792268e-13,3.8372911355158613e-13
RNF38,66.61350865302931,1.1760885406776303e-13,3.916019421742784e-13
DHRS13,66.61243084575167,1.176704025472638e-13,3.9171787345015985e-13
TSPAN31,66.59655133625267,1.1858094500893868e-13,3.946593613811009e-13
SCYL2,66.56006501648915,1.2069985523334456e-13,4.016202721592714e-13
PSMC5,66.55236861803492,1.211516254351831e-13,4.030319907212652e-13
PLCB4,66.51281451514788,1.235001978094628e-13,4.107516792328343e-13
PDZD2,66.50911481599083,1.2372218466231072e-13,4.113966176631498e-13
HEATR5B,66.45909613830261,1.2676279389986608e-13,4.2136165643253724e-13
COX6B1,66.45887260482846,1.2677654860181906e-13,4.2136165643253724e-13
ST13,66.4297006565196,1.2858444352952745e-13,4.272735681364389e-13
ZNF736,66.40099851083222,1.3038835998220752e-13,4.3316958222155273e-13
TCTA,66.38945943652556,1.3112069134524068e-13,4.355037649531181e-13
GRIPAP1,66.38721633002298,1.312635272260887e-13,4.3587938544552555e-13
RFK,66.35166589532223,1.3354816543864096e-13,4.433653865740473e-13
DHX16,66.33409003174732,1.3469230603519865e-13,4.4706252607923014e-13
ARFGEF2,66.29723534112766,1.3712334255011541e-13,4.550284107177063e-13
NHP2,66.29604292265168,1.3720272563138715e-13,4.551887573924264e-13
ACTG2,66.26231069230253,1.394675088191588e-13,4.625977533354353e-13
L3MBTL2,66.25214644453105,1.401572316156675e-13,4.647802833437411e-13
MFSD1,66.22836139388424,1.4178457837728718e-13,4.700704098508521e-13
DHX30,66.22674208922086,1.4189605329267146e-13,4.703335817577036e-13
PIGN,66.22063507339578,1.4231725615934183e-13,4.716230374850735e-13
ERF,66.18959057311422,1.444777982040417e-13,4.786745771833658e-13
RGP1,66.18891743807568,1.44525006226295e-13,4.787227489240794e-13
BOK,66.17643112129655,1.4540349094942796e-13,4.815237867509417e-13
MCAM,66.16393475946516,1.46288023746856e-13,4.843435833679231e-13
PDE8A,66.15762807414222,1.4673647043591116e-13,4.85718598998835e-13
UBE2O,66.13585958994105,1.482949307982572e-13,4.907664670094085e-13
TMEM219,66.11854746426945,1.4954614607389537e-13,4.947954898547895e-13
PDS5A,66.10233016964452,1.5072779968331049e-13,4.985925906454248e-13
STK25,66.04107960294485,1.5527551380815232e-13,5.135200585296015e-13
LRP1,66.02036381067929,1.5684443231956695e-13,5.185916767172685e-13
MOB1B,66.01114966173246,1.5754734887018678e-13,5.207982969419618e-13
KLHL5,65.99198018912824,1.590198249411702e-13,5.25547251846619e-13
SLFN13,65.97587717886768,1.60267375885545e-13,5.295508740082923e-13
MPHOSPH8,65.96308600223556,1.6126531341842574e-13,5.327281115495065e-13
RAB39B,65.93946661615769,1.6312438666572666e-13,5.387479743519401e-13
CBWD1,65.90987632221248,1.6548367197143224e-13,5.464167933910249e-13
COG7,65.90789335314221,1.6564299092032784e-13,5.468196415738869e-13
IMPDH1,65.87952370831005,1.6793916216786766e-13,5.542748834252101e-13
CHRM3-AS2,65.87142702806902,1.6860030198758375e-13,5.563316427214709e-13
BLCAP,65.82956300507809,1.720604458172542e-13,5.676212906362095e-13
ATG16L2,65.78973605724495,1.754180502359665e-13,5.78567658824635e-13
PSMB8,65.76651394558279,1.7740591639152515e-13,5.849924164719643e-13
ABI2,65.74810712565292,1.7899755952137823e-13,5.901080398709283e-13
HES1,65.73267678513147,1.8034281288763469e-13,5.9440926227067e-13
SLC9A7,65.70321394447575,1.829395726538603e-13,6.028325832403123e-13
EXOSC3,65.6955366008806,1.8362234261204688e-13,6.049464497834836e-13
IGHV5-51,65.68759093073096,1.843316566968746e-13,6.07146796411778e-13
RANBP3,65.65696754165968,1.8709112297382352e-13,6.160973743951483e-13
KLHDC2,65.65026974028575,1.8770013937030136e-13,6.179640175988309e-13
RCOR3,65.64505925031438,1.881752871983172e-13,6.193891865687646e-13
CASC3,65.61660354798126,1.9079146167194076e-13,6.278594384326566e-13
SOCS2,65.61487716548763,1.9095134681015738e-13,6.282445074441056e-13
AAK1,65.57385575911871,1.9479008545820982e-13,6.405942412209963e-13
SNAP23,65.57383119107337,1.9479240745740134e-13,6.405942412209963e-13
GPRC5C,65.5671555682514,1.9542436618347276e-13,6.425283064959861e-13
ARHGAP19,65.55519623550106,1.965616420928245e-13,6.461225444657358e-13
DHRS1,65.53547258346515,1.9845173108401593e-13,6.520505260349953e-13
FADD,65.53544871477088,1.9845402935144529e-13,6.520505260349953e-13
PNPT1,65.52730030937168,1.9924017863837848e-13,6.54411374706841e-13
SNHG9,65.52707585661038,1.9926187757212533e-13,6.54411374706841e-13
NUP93,65.49981933110696,2.0191452617304637e-13,6.629745611785393e-13
SHARPIN,65.47705151684686,2.041573496765388e-13,6.701885757526881e-13
ATXN3,65.47279495485758,2.0457941056991077e-13,6.714236690910353e-13
NREP,65.47229299942262,2.046292395621601e-13,6.714368286036485e-13
LZIC,65.46748920765884,2.0510672450385907e-13,6.728529081888406e-13
ARL16,65.46095536217344,2.0575795962274608e-13,6.748382140357477e-13
HMG20B,65.41334146782758,2.1056648013768617e-13,6.904545088247155e-13
MADD,65.38304829522355,2.136840546696525e-13,7.005203886194827e-13
MRPL14,65.33891359782437,2.1830882657070447e-13,7.155217053382024e-13
LIN54,65.3339409400459,2.1883612824838753e-13,7.170895848282359e-13
DCTN6,65.32932995475385,2.1932621502161516e-13,7.185348434891009e-13
EVI2A,65.26469348195808,2.2631276498952198e-13,7.41257768921872e-13
RBBP7,65.24985388371216,2.279479055097149e-13,7.464466161652206e-13
ANKRD17,65.24320199425716,2.2868468767054407e-13,7.486920047194264e-13
USP21,65.22719141978513,2.304678341097033e-13,7.543613225471504e-13
PTRH2,65.20121754044781,2.333902183644774e-13,7.63756199176653e-13
DNAJC11,65.18037387869806,2.357621421412125e-13,7.713459323369788e-13
NDUFAF3,65.1577946786905,2.3835874479234465e-13,7.796671978096024e-13
MRPL53,65.13799344301137,2.406593860235177e-13,7.870168807830011e-13
NMI,65.11837740078735,2.4296038399503827e-13,7.943644504826619e-13
CIRBP,65.11109123362444,2.438206519298005e-13,7.9690873604196e-13
HDAC6,65.11086569135549,2.4384732990392717e-13,7.9690873604196e-13
FABP5,65.08272013921973,2.4719948235491847e-13,8.076836598503847e-13
TPD52L2,65.07970300967713,2.475615453192223e-13,8.086770046957288e-13
ARHGEF3,65.07926730497749,2.476138747147356e-13,8.086770046957288e-13
SMG8,65.07237009172906,2.484437236133221e-13,8.112064005859228e-13
PSMA4,65.04139946730612,2.522043853501835e-13,8.233020857477365e-13
MED24,64.98995395580583,2.5857735727728984e-13,8.438656136550778e-13
PSEN1,64.98962326056024,2.586188392879046e-13,8.438656136550778e-13
CAMK2G,64.9704865271178,2.6103068658629994e-13,8.515457883427514e-13
NDUFB2,64.95695810815388,2.627492504209663e-13,8.569613878630849e-13
RABL2B,64.95383113296569,2.631480870015646e-13,8.580712209436866e-13
TARDBP,64.93844475280135,2.651194025088128e-13,8.643069464658826e-13
KATNA1,64.92153923042248,2.6730236639092985e-13,8.712297324494408e-13
LGALS9C,64.91082646598598,2.686949620189842e-13,8.7557393227178e-13
UBXN7,64.89794157106047,2.7037952678176257e-13,8.808674045042128e-13
EDC3,64.88295951945008,2.7235154416932986e-13,8.870948051249967e-13
ZCCHC10,64.84565306011118,2.7732468296926653e-13,9.030924231625848e-13
GNS,64.80171969248129,2.832976728089243e-13,9.223381687051715e-13
DCTN5,64.78582172814633,2.85490615659983e-13,9.292713198314951e-13
TBC1D2B,64.74716366042968,2.908940724009004e-13,9.466492864674203e-13
SOCS4,64.69061902272307,2.989821885897723e-13,9.727542166062442e-13
MITD1,64.61192380425322,3.10613977044481e-13,1.0103745215560097e-12
HIST2H2AC,64.59902268495162,3.125635395015728e-13,1.016490481104316e-12
CLPB,64.59840476962434,3.1265722241619525e-13,1.0165695445500167e-12
NDOR1,64.5934604413764,3.13407849168363e-13,1.0187840775761294e-12
TPRA1,64.58392110933843,3.1486116111420327e-13,1.0232813162491761e-12
IPPK,64.5640801460002,3.1790552144275556e-13,1.032946233086949e-12
SACS,64.55904533680214,3.186827199297895e-13,1.0352419813458514e-12
MRPL3,64.53599212651005,3.222656441698422e-13,1.0466491023193412e-12
SYTL2,64.53023451306157,3.2316675407516756e-13,1.0493431451844682e-12
VPS11,64.4854059771476,3.302694017538959e-13,1.0721683237265376e-12
MSH3,64.47719730398391,3.315867794617949e-13,1.076206570594273e-12
EIF2D,64.45915819237628,3.3450027932782426e-13,1.085422297003972e-12
RNH1,64.44129046328511,3.37411309884863e-13,1.0946259320462215e-12
TRAM2,64.40433470344584,3.4351273961917264e-13,1.1141734586939698e-12
DESI1,64.38628891900954,3.4653204552190277e-13,1.1237177683288256e-12
RPUSD1,64.36834424234732,3.4956072424843234e-13,1.1332882418443644e-12
IL10RB,64.35882677319753,3.511777878040281e-13,1.1382789874983916e-12
ANAPC16,64.3482087248996,3.529906661035593e-13,1.143902083388226e-12
ECHDC2,64.34053072822117,3.5430739501953235e-13,1.1479152258713747e-12
CRAT,64.33953520596346,3.544784798976672e-13,1.14821565968621e-12
DAB2,64.33155971428071,3.558520857099876e-13,1.1524102682860018e-12
MPST,64.32741554244814,3.565679277137849e-13,1.1544733567648704e-12
SCARB2,64.30879719841975,3.598017521485822e-13,1.1646862990910808e-12
C12orf29,64.30623613617692,3.6024887008497546e-13,1.165876091480837e-12
PLAUR,64.27210962991245,3.6626002751906174e-13,1.1850683248541248e-12
SORCS1,64.26354804280717,3.6778375224056775e-13,1.1897357848417835e-12
RER1,64.26141159877533,3.6816496623816177e-13,1.1907061168073323e-12
MRPL49,64.25430712379888,3.694354865006208e-13,1.1945515488040813e-12
MIB2,64.24326247579995,3.714193462649969e-13,1.2007013236636365e-12
SNX27,64.24142909371119,3.7174969013963267e-13,1.201504181584953e-12
ATXN2,64.23421196032953,3.7305294774145553e-13,1.2054504732532061e-12
ARHGAP15,64.22703100222918,3.743542030223695e-13,1.2093885562367289e-12
NDUFAF4,64.21061310057421,3.7734633752125225e-13,1.2187862530386667e-12
RBM7,64.15585227375395,3.8750022671661186e-13,1.25130637335946e-12
CCDC142,64.13890187893102,3.906981938998314e-13,1.2613552177590062e-12
NUSAP1,64.13112070156845,3.9217505620402713e-13,1.2658443333951132e-12
GLYCTK,64.10795929715896,3.966041652188842e-13,1.2798584974934e-12
PANK3,64.09290198029812,3.9951031403884166e-13,1.2889529154392746e-12
TTN-AS1,64.07557219173091,4.028814051726467e-13,1.2995430577591822e-12
CEP63,64.03765236725394,4.1035724127218235e-13,1.3233659801061972e-12
MIS12,63.9885932230027,4.2023517707556733e-13,1.3549232749978799e-12
BCL2L12,63.98439973380705,4.2109046585520975e-13,1.3573822451918706e-12
ESCO1,63.96385202565335,4.253065048726113e-13,1.3706711067524182e-12
KIAA0556,63.92165865451437,4.340965322930925e-13,1.3986918610868464e-12
INTS7,63.87676294344186,4.4364891208354764e-13,1.42915611291983e-12
SLC25A24,63.84721579714628,4.5004989846200667e-13,1.4494574092444496e-12
RASA3,63.82741826439946,4.543903019497561e-13,1.463114806585745e-12
CNIH4,63.79586517011799,4.613945926769838e-13,1.4853419070932602e-12
PSMB4,63.78845330137883,4.630554942299557e-13,1.4903073285545245e-12
PARN,63.78807507199953,4.631404104160847e-13,1.4903073285545245e-12
SRFBP1,63.77622013465912,4.658098594381946e-13,1.4985680966426573e-12
ASH1L-AS1,63.7740780507943,4.662938426684471e-13,1.4997958670903039e-12
IPMK,63.762610295596225,4.688934282687468e-13,1.5078262668093516e-12
BRI3BP,63.72191513750005,4.782358779104951e-13,1.5375314951514688e-12
CXXC5,63.710836312395976,4.808113100316002e-13,1.545472458259063e-12
ZNF362,63.70782526997691,4.815136616055384e-13,1.5473906134139385e-12
FASTKD1,63.67001069731361,4.90421992073968e-13,1.575672850658173e-12
METTL22,63.63088481719878,4.998125839462869e-13,1.605491802969945e-12
CDIP1,63.62440884578672,5.013841151676855e-13,1.6101868997736716e-12
NAA30,63.61954223141073,5.025683497573938e-13,1.6136364148433063e-12
PLAGL1,63.61060276800739,5.047509507504707e-13,1.620289251324731e-12
ARHGAP24,63.60738954944777,5.055377806332575e-13,1.6224596227331922e-12
NEIL1,63.56791825685067,5.153037905371414e-13,1.6534402773223714e-12
THG1L,63.548114006148744,5.202745480355679e-13,1.669024349149127e-12
SEC16A,63.488833582305325,5.354417310022109e-13,1.7173042517195007e-12
PRPF38A,63.47480505278457,5.390951580737385e-13,1.7286434237226618e-12
SLC25A51,63.45329473664665,5.447454802507341e-13,1.7463794066056133e-12
DCTN3,63.44382550692659,5.47251572418846e-13,1.754029864878777e-12
PI4KB,63.438793363662676,5.485880446666035e-13,1.7579289758461421e-12
ZNF254,63.43245340437909,5.502764987859671e-13,1.7629540474878797e-12
RBM6,63.41862450574453,5.539774366089956e-13,1.7744230286487916e-12
ADRB2,63.40914985675209,5.565274194320605e-13,1.782201224728456e-12
RCOR1,63.383273186911595,5.635517043408667e-13,1.8043012181365656e-12
ZNF451,63.340462376636175,5.753678116056588e-13,1.841729993724186e-12
HELQ,63.31170586242986,5.834434700202462e-13,1.867172004733935e-12
APBB1,63.302555758596476,5.860367549054524e-13,1.875061704450764e-12
PPP1CA,63.266171029791096,5.964632002400572e-13,1.908005181470814e-12
NPM1,63.231818069310584,6.064774437171957e-13,1.9396159887018303e-12
ZNF23,63.181991231619655,6.213017173671506e-13,1.9865929230412884e-12
ZMAT3,63.137221599944134,6.349298755363099e-13,2.0297256536014583e-12
PHKB,63.11931535811977,6.404638909413578e-13,2.046970088954124e-12
HDAC1,63.09544627237171,6.479157517702489e-13,2.070335243445536e-12
RNF19B,63.08123134976884,6.523946969536177e-13,2.0841926943881213e-12
PLEKHM3,63.080650906795455,6.525782431587325e-13,2.084324667665228e-12
PCGF3,63.07176481790806,6.553946284342036e-13,2.092863997619268e-12
BCL2L13,63.06174781229574,6.585840117351541e-13,2.1025904374655663e-12
CREBBP,63.037621129685185,6.66329663678967e-13,2.1268557812135878e-12
C2CD3,63.024654226907934,6.705301007313236e-13,2.139797059258889e-12
FHL3,63.01922176680098,6.722977189866142e-13,2.1449707759699205e-12
EDEM2,63.007435102632776,6.761488962964872e-13,2.156788403641429e-12
ITGAV,63.00106085148303,6.782407945989111e-13,2.1629903382051016e-12
HTT,62.99514651825347,6.801875394002359e-13,2.1687267629179846e-12
SNX20,62.98882046020975,6.822759852419305e-13,2.174912396722917e-12
USP48,62.971128256650815,6.88150852722334e-13,2.1931628090024105e-12
ALDH3A2,62.93454484344276,7.004595031443777e-13,2.2319055357855427e-12
ALG11,62.932872862762004,7.010272743476903e-13,2.233229060498055e-12
MTMR2,62.9189366802228,7.057776452583871e-13,2.2478734217814396e-12
AKAP5,62.91773335705306,7.061893223121973e-13,2.2486958559676096e-12
ZNF622,62.90927266290155,7.090906486324218e-13,2.257443920282318e-12
TFRC,62.899368271159176,7.125021776958599e-13,2.267812100772183e-12
MTRR,62.879052565098426,7.195512390698731e-13,2.2897511090835876e-12
MROH1,62.82470715045537,7.387521307627464e-13,2.350341668301625e-12
PRRG4,62.81933403441482,7.406781020533819e-13,2.3559576530258863e-12
M6PR,62.80002253537345,7.476417338481888e-13,2.377591572875729e-12
ZBED4,62.79916362524941,7.479529672452579e-13,2.3780652597118697e-12
HIST2H2BF,62.79603176552217,7.490889200932975e-13,2.381160311290061e-12
MRPL32,62.784142599416654,7.534169364894878e-13,2.394398565889602e-12
IKBKB,62.757818963462995,7.630886282199858e-13,2.424609878130024e-12
MAN1B1,62.72737715977825,7.744281503660132e-13,2.460106246577836e-12
URM1,62.72578815919887,7.750246515965676e-13,2.4614675432371266e-12
NOL8,62.72110668305184,7.7678471894417e-13,2.4665229190482917e-12
MYBBP1A,62.685166791519016,7.904304989971069e-13,2.509308607518112e-12
SDHC,62.65667074643579,8.014199753778394e-13,2.5436448601227765e-12
STRIP1,62.632586005461896,8.108271687245031e-13,2.5729452859438866e-12
ARPC5L,62.6253135822427,8.136893086055911e-13,2.5814685274532003e-12
NIPSNAP1,62.621998646227894,8.149972837191197e-13,2.5850584839004285e-12
PRMT2,62.62024612891613,8.156896234167409e-13,2.5866945989069297e-12
AGFG1,62.61800776644998,8.165747528965422e-13,2.5889412438221394e-12
NEK6,62.61560910886394,8.175243339208192e-13,2.5913912155041498e-12
ATP1B1,62.57761277259192,8.327143175925745e-13,2.6389696388411734e-12
LIG3,62.534349867365734,8.503533073209057e-13,2.694286997941741e-12
BRAP,62.50554444419683,8.623042552683087e-13,2.7315621609817978e-12
F11R,62.49693288350874,8.659095376120177e-13,2.7423899641596082e-12
HSDL2,62.48663424153103,8.70240904334311e-13,2.7555121460922633e-12
ACP6,62.458503564409945,8.821826258103093e-13,2.792720716920344e-12
DDX5,62.44183408453228,8.893360667179626e-13,2.8147582552235472e-12
IFFO2,62.43339960734739,8.929776359107155e-13,2.825673564378239e-12
VMA21,62.419883102855245,8.988444484701893e-13,2.843624038834662e-12
COG4,62.408149505677464,9.039686058393914e-13,2.8592177746536677e-12
ABI1,62.400653932867215,9.072572481578713e-13,2.8690003699839115e-12
METTL14,62.38551137047707,9.13937472417009e-13,2.8895015578854044e-12
ACSF3,62.30825833730592,9.487905831447283e-13,2.9990459890860327e-12
C11orf24,62.297547338700966,9.537265846615235e-13,3.0139981392344116e-12
IGHMBP2,62.29308328737766,9.557913410382023e-13,3.0198719947334663e-12
PIP5K1A,62.28134117766271,9.612437614783819e-13,3.0364445097443864e-12
TRIM58,62.25729023945209,9.72508950184751e-13,3.071367706036065e-12
ATG12,62.24522480985123,9.782098410423168e-13,3.0887065310566925e-12
MIIP,62.23433377863836,9.833844937314544e-13,3.1043766417795633e-12
PIK3R6,62.22854219510587,9.86147375192677e-13,3.112428093059119e-12
SLAMF1,62.22644778404345,9.871484243872433e-13,3.1149166690289975e-12
NAT10,62.15532668584054,1.0217508904083552e-12,3.2234095905369295e-12
PLEKHF2,62.123344710906295,1.0377034700424072e-12,3.2730319952650524e-12
TTC4,62.09500135200888,1.0520489442882429e-12,3.317565145168907e-12
RNF122,62.055442492689906,1.0724027442110103e-12,3.3810219048339384e-12
ATG5,62.04011286824966,1.0803954719442635e-12,3.4054883299357363e-12
RWDD1,62.030596884421406,1.0853869274640494e-12,3.42048602904477e-12
BCKDHB,62.02477389251518,1.088452638161771e-12,3.4294097956617054e-12
SEMA4D,61.999974712862965,1.1016061676034493e-12,3.4701067884911754e-12
FAM174A,61.99469294842494,1.1044280712480528e-12,3.4782482175089112e-12
PSENEN,61.963936124138144,1.1210046585315982e-12,3.529695373038685e-12
PANK4,61.94995959163536,1.1286193095499822e-12,3.5529081336510076e-12
BMI1,61.93636422209153,1.136075868817241e-12,3.575613355164916e-12
DENND2D,61.91307063466645,1.1489661140864877e-12,3.6154067931765924e-12
G2E3,61.890534621008335,1.1615761667572857e-12,3.654301663302118e-12
KIDINS220,61.8665389548203,1.1751549781089837e-12,3.696226883281616e-12
ASH1L,61.86559294435161,1.1756935490605848e-12,3.69712731071541e-12
NUFIP1,61.85189601138409,1.1835190030408191e-12,3.720937024363905e-12
TMEM220,61.83416312072145,1.193727654812831e-12,3.7522275962306356e-12
RGL4,61.803070826586634,1.2118399728724614e-12,3.808342904240414e-12
SSNA1,61.790517141251826,1.2192304851925542e-12,3.830746897515371e-12
CYSLTR2,61.787530895629715,1.2209951442972547e-12,3.8354689913251815e-12
TMEM208,61.7825335560402,1.223953926341314e-12,3.843939313460269e-12
IMP4,61.77213105024243,1.2301359451280608e-12,3.862526706643797e-12
CYB561,61.75715039242684,1.2390935198734572e-12,3.8898192888229745e-12
ARHGAP30,61.75472136276903,1.2405520670150563e-12,3.893563930186043e-12
PDPR,61.73740701667803,1.2509985276702739e-12,3.925510155134945e-12
C12orf73,61.73537296779938,1.2522315072632834e-12,3.9285378949766975e-12
MYCBP,61.732689456553395,1.2538600289465256e-12,3.932804979491093e-12
TMEM109,61.731484398369496,1.2545920214542495e-12,3.934258823537465e-12
NMD3,61.72494615530032,1.258571015927956e-12,3.945892098290173e-12
C12orf45,61.688977915084905,1.2806867971043012e-12,4.014370978559664e-12
MLST8,61.669761980754,1.2926607624700554e-12,4.051037385208766e-12
PRIMPOL,61.667154532920236,1.2942941272722002e-12,4.055288890538128e-12
RDX,61.6591794350863,1.2993027179902074e-12,4.070111592438756e-12
EIF3B,61.581848443281864,1.3488842125805528e-12,4.2245243109970976e-12
YY1,61.57129495537933,1.3557956654430606e-12,4.245262752436455e-12
E4F1,61.56253275548122,1.3615608789711501e-12,4.26240399924017e-12
NBPF15,61.54960038662062,1.3701146897761904e-12,4.288265840235005e-12
MAML1,61.536298477992666,1.3789689310890341e-12,4.31505674058909e-12
ADAM12,61.51667142773861,1.3921379167215718e-12,4.3553349768654815e-12
AP2M1,61.513242856487125,1.3944512102493365e-12,4.361640989326313e-12
LIN52,61.47565638487731,1.4200643838264204e-12,4.440807400894658e-12
ASF1A,61.4720168511192,1.4225693514839246e-12,4.447691759472036e-12
NUDT10,61.42846335688093,1.4528904216074115e-12,4.541522235118389e-12
GIMAP2,61.42753147943441,1.4535461817464106e-12,4.5426030597807425e-12
RTCA,61.41646226482004,1.461358215511305e-12,4.566043345437668e-12
SGSH,61.41144926100811,1.46490989830884e-12,4.5761649221525775e-12
IGLV1-40,61.40584335898993,1.4688918597608086e-12,4.5876260257747e-12
FLNB,61.32411517854558,1.528187769789487e-12,4.77180131653423e-12
RPRD1A,61.290459037562265,1.5532958189269628e-12,4.8491684982010465e-12
MICU2,61.287161145721825,1.5557781610672289e-12,4.855883529771922e-12
GCC1,61.26968789928654,1.568996645924394e-12,4.8960981365792315e-12
HCG11,61.26517793374282,1.5724266053645402e-12,4.905756754313811e-12
FKBP8,61.245382777971,1.5875702007761783e-12,4.951948429581549e-12
ATP9B,61.24074486905769,1.591139285743344e-12,4.962024918766326e-12
MYSM1,61.23422408459852,1.596170891194587e-12,4.9766570722479736e-12
INO80,61.20027642423796,1.6226236856143757e-12,5.057654366942663e-12
OPN3,61.200001673284426,1.6228395546174697e-12,5.057654366942663e-12
TWSG1,61.17541548924131,1.642273267576903e-12,5.117132141839663e-12
QPCT,61.11374448282457,1.692049067437313e-12,5.271106937548126e-12
ARPC1A,61.10021282472843,1.7031707576105784e-12,5.304625777263638e-12
EXOC7,61.092082469174066,1.7098881970442826e-12,5.32441598799127e-12
ACOX1,61.08729886306426,1.7138528544467701e-12,5.335627730839806e-12
WASL,61.083976308364235,1.7166119938450337e-12,5.343082446432694e-12
FAM32A,61.07606323554499,1.723201104999537e-12,5.362452536135743e-12
ZNF280D,61.070241258986094,1.728065114719464e-12,5.376447174331003e-12
TTC31,61.05225823584759,1.7431759285852541e-12,5.4223095006343274e-12
TRAF3IP2,61.03598473391648,1.7569639973037677e-12,5.464038713176871e-12
BLMH,61.025171619817364,1.7661858272223067e-12,5.49155253811069e-12
LGALS9B,60.969883716881796,1.8140985048527345e-12,5.6393295481781865e-12
PIK3CB,60.962325424516266,1.820748647861795e-12,5.658801842156255e-12
RRAS2,60.96161000062625,1.8213793718286195e-12,5.659561771581126e-12
SIRT6,60.95896501921491,1.823713106232787e-12,5.665612011603828e-12
P2RX5,60.95839529817709,1.8242161764577074e-12,5.6659736858438415e-12
RAB32,60.93534063062626,1.844690439974901e-12,5.72835213125497e-12
THADA,60.92184318144077,1.8567835497127855e-12,5.764683503705754e-12
RNF13,60.90846096478431,1.8688515955298733e-12,5.8009216862729855e-12
TCP11L2,60.881460387600484,1.8934396855130264e-12,5.875998549662831e-12
TECR,60.8752306004272,1.8991585718654877e-12,5.8924983510728044e-12
VANGL1,60.86848989082403,1.9053659169316226e-12,5.9105063816079585e-12
GOLGA3,60.81666555241531,1.953771432196835e-12,6.0593791677063324e-12
PBRM1,60.807865407264515,1.962112193435044e-12,6.083959391154704e-12
FSCN1,60.799694835992845,1.969888085085795e-12,6.106778083107095e-12
GNPAT,60.79153962422961,1.9776800548917326e-12,6.129636955241846e-12
ACOT7,60.78948777105348,1.979645359150105e-12,6.134430766120879e-12
PITPNM1,60.77454494915189,1.9940168401031158e-12,6.1776580919389136e-12
MTRNR2L8,60.76444752578518,2.0037871468636767e-12,6.206615271642427e-12
IGLV7-43,60.75410917182412,2.0138401266434705e-12,6.236435590835464e-12
CHD8,60.74862215506624,2.0191961323338454e-12,6.251700850035954e-12
ZNF346,60.740959559991786,2.0266995900091312e-12,6.273607053653108e-12
TRIM38,60.73147692886708,2.036023858593346e-12,6.301139096901139e-12
MRRF,60.721603595044186,2.045777844196143e-12,6.329989131936292e-12
NOTCH1,60.719664292410286,2.0476991822270166e-12,6.334596541345725e-12
EHBP1L1,60.71713684436898,2.0502059230657295e-12,6.341012578430815e-12
GTF2H3,60.66426612136108,2.1033519556079746e-12,6.504013411580346e-12
PLAGL2,60.635019464508574,2.1333398175539614e-12,6.5953505667585965e-12
SGTA,60.62395253917497,2.1447982652549235e-12,6.629376456242491e-12
