gene,H_statistic,p_value,FDR
EIF4A1,2934.1084418022697,0.0,0.0
CD68,1784.3469813342283,0.0,0.0
RPL23,1498.6268334470667,0.0,0.0
NME2,6553.790024531662,0.0,0.0
NDUFV2,1580.2200843217815,0.0,0.0
C18orf32,1816.4186271941687,0.0,0.0
RPL17,3854.8787712344756,0.0,0.0
RETN,1673.105827891596,0.0,0.0
TRAPPC5,4114.690639130042,0.0,0.0
MAN2B1,2388.8579157362196,0.0,0.0
IGFLR1,3170.9810877519467,0.0,0.0
CLC,1656.6100409733656,0.0,0.0
BCKDHA,1822.2540149572797,0.0,0.0
FTL,2103.404605207474,0.0,0.0
RPL13A,4321.348045469632,0.0,0.0
RPS11,1489.1156207854474,0.0,0.0
FCGRT,1702.0515977408945,0.0,0.0
A1BG,1701.041887766208,0.0,0.0
DBNDD2,2048.5552616475115,0.0,0.0
UBE2V1,3084.4571471851777,0.0,0.0
BACE2,1611.5645344950753,0.0,0.0
MIF,2296.497796114345,0.0,0.0
LGALS1,2022.2721920446697,0.0,0.0
TMSB4X,2261.282719393519,0.0,0.0
VSIG4,1767.4509788485327,0.0,0.0
RPL39,2751.564287666984,0.0,0.0
MT-ND2,3698.295115228598,0.0,0.0
MT-CO1,1626.1064983214387,0.0,0.0
MT-ATP8,7190.37778739642,0.0,0.0
MT-ATP6,1547.3494232967557,0.0,0.0
MT-CO3,1724.3634601769893,0.0,0.0
MT-ND3,1632.0279340268535,0.0,0.0
MT-ND4L,4338.971191369768,0.0,0.0
MT-ND4,3333.664060966425,0.0,0.0
MT-ND6,1460.1461617921789,0.0,0.0
HMGN4,1444.526028246805,1.529166377159e-311,2.250204732713036e-309
LYVE1,1436.3206542334867,9.19937944848357e-310,1.3409397345143372e-307
GATM,1434.7751717681954,1.99016408014778e-309,2.873834131061997e-307
CCL4L2,1431.8690821480304,8.492956747008543e-309,1.2150432842410094e-306
SH3BGRL3,1428.3626236705375,4.891176660602005e-308,6.933355099354273e-306
CD81,1427.1045776906167,9.166687364787334e-308,1.287586240666628e-305
HLA-DPB1,1426.8884007873398,1.0211485812369152e-307,1.4214204260082503e-305
APOE,1426.6859475255703,1.129768776028823e-307,1.5585765498590487e-305
HIST2H2AA4,1418.6372119022744,6.284876018008956e-306,8.593594633120034e-304
RPS8,1415.9743617485722,2.375267195897458e-305,3.2193204775273354e-303
SDS,1415.338100608896,3.263472108367856e-305,4.3846876127297166e-303
TNFSF13,1398.750178373104,1.2899969291698617e-301,1.718253668327891e-299
TYROBP,1397.6722454572937,2.209655143765464e-301,2.918066805668392e-299
GPS2,1394.6706206539707,9.889781367045435e-301,1.2949746771374493e-298
HLA-DRB1,1394.0730068691137,1.332818485805069e-300,1.7305360020314387e-298
HLA-DQB2,1390.1539372976745,9.431163678065788e-300,1.2143409165816207e-297
GSTM1,1384.3314445698363,1.7261690574542847e-298,2.204218025349269e-296
DAB2,1380.1418736903993,1.3980497794176109e-297,1.7705956673591398e-295
STAB1,1373.4370988401706,3.9749722829618696e-296,4.993276158052345e-294
HSPA8,1372.245889419879,7.204861822960175e-296,8.97760645375465e-294
CST3,1371.6668996592414,9.619858237488201e-296,1.1890914370194416e-293
BOLA2,1371.0057852448886,1.338193071101323e-295,1.6409858048878207e-293
MS4A4A,1364.833320968325,2.9167254748060796e-294,3.548529552065255e-292
SARNP,1363.1324288103513,6.818656612888854e-294,8.230864322323881e-292
RPS7,1354.8108813633435,4.345546714430467e-292,5.204886998811252e-290
ZGPAT,1346.0194058295144,3.501594934750683e-290,4.161780256679447e-288
MRPL38,1334.642034204829,1.0260056048019684e-287,1.210138366396581e-285
NDUFA7,1327.8212524135445,3.090593131611615e-286,3.617632914888717e-284
IGF1,1322.6215791585366,4.1441464329457805e-285,4.814376431236485e-283
TOMM5,1318.7870651103422,2.8108017808573975e-284,3.241022262390123e-282
SQSTM1,1318.5456979655619,3.1707577103328075e-284,3.628990917211275e-282
GATA2,1317.5469643486813,5.220435373243141e-284,5.930951981763218e-282
RPL38,1307.5062532022873,7.846973231321905e-282,8.849896598332464e-280
RPS4Y1,1303.9331217408012,4.671014007899043e-281,5.2298432924672545e-279
RPL36A,1293.3000339950615,9.436398580186562e-279,1.0489337731112414e-276
AREG,1292.6540464598213,1.3027588846810046e-278,1.4377805376575858e-276
RPS24,1280.1345720852266,6.74859304634779e-276,7.395213557384376e-274
ZFP36,1279.8791606214431,7.666349444706103e-276,8.341744033109437e-274
