gene,H_statistic,p_value,FDR
SCML4,1455.5460981525152,0.0,0.0
SERINC1,1679.8150807228096,0.0,0.0
SNX9,2055.22544028792,0.0,0.0
EZR,3182.3918054179935,0.0,0.0
TAGAP,1530.3532747434497,0.0,0.0
CCR6,2206.3929353577973,0.0,0.0
ACTB,4367.837022195816,0.0,0.0
TOMM7,1640.6293585626374,0.0,0.0
TRA2A,1846.8707947048429,0.0,0.0
HNRNPA2B1,1979.115097278291,0.0,0.0
HERPUD2,1507.9534020154326,0.0,0.0
STK17A,1666.5008138225894,0.0,0.0
MRPS24,2597.726054058778,0.0,0.0
PPIA,5452.044721464294,0.0,0.0
IKZF1,1734.9657841772068,0.0,0.0
CYP51A1,1475.679536211392,0.0,0.0
NAMPT,2424.5902248620846,0.0,0.0
HBP1,1577.586235553164,0.0,0.0
ARF5,2319.9729262856317,0.0,0.0
AC016831.7,1483.1787613796803,0.0,0.0
TRBC2,2432.6665249225766,0.0,0.0
ZYX,1775.9218656542103,0.0,0.0
INSIG1,2397.784909769765,0.0,0.0
AGPAT5,1921.4463531377526,0.0,0.0
RPS20,15134.535999724623,0.0,0.0
SDCBP,1447.5535671431946,0.0,0.0
TOX,1661.0871897853697,0.0,0.0
RPL7,14201.418360590647,0.0,0.0
UQCRB,1819.5256977615904,0.0,0.0
RPL30,3107.0263666400324,0.0,0.0
RNF19A,2691.415362145082,0.0,0.0
PABPC1,1675.4735325743673,0.0,0.0
YWHAZ,4106.5042355641335,0.0,0.0
EIF3E,1832.6026581267888,0.0,0.0
RAD21,1871.4821644687513,0.0,0.0
RPS6,7918.157103504704,0.0,0.0
VCP,2505.856353465227,0.0,0.0
TOMM5,2134.6814415844283,0.0,0.0
ANXA1,2290.7069972122613,0.0,0.0
ISCA1,1806.9685510652398,0.0,0.0
GNG10,2108.8782141041547,0.0,0.0
TRAF1,1653.0041406887913,0.0,0.0
RPL35,7579.539393933516,0.0,0.0
HSPA5,2191.472040744049,0.0,0.0
PRRC2B,1467.629237810576,0.0,0.0
RPL7A,1717.4282806084123,0.0,0.0
TUBB4B,1738.564103039684,0.0,0.0
PFKFB3,1645.7704681023913,0.0,0.0
APBB1IP,2103.9459212493666,0.0,0.0
EPC1,2094.490331279125,0.0,0.0
CREM,1969.7163158918922,0.0,0.0
ARID5B,1572.1607458570954,0.0,0.0
JMJD1C,1483.3459565510695,0.0,0.0
SRGN,2171.0947396437564,0.0,0.0
SPOCK2,2185.9165701066045,0.0,0.0
RPS24,1489.6343138201053,0.0,0.0
NFKB2,1515.8840195183932,0.0,0.0
PDCD4,1854.8225354160718,0.0,0.0
ABLIM1,3176.461151672261,0.0,0.0
MTG1,1769.9294456912728,0.0,0.0
IFITM1,13411.589869370475,0.0,0.0
IRF7,3016.737960473198,0.0,0.0
RPLP2,10068.78800207576,0.0,0.0
PNPLA2,2069.973244512366,0.0,0.0
NUP98,1904.7801479487189,0.0,0.0
TRIM22,1718.1443159103733,0.0,0.0
RPL27A,16435.851649729088,0.0,0.0
COPB1,1801.447940967297,0.0,0.0
FNBP4,1932.90903125053,0.0,0.0
CD6,2333.6307432683757,0.0,0.0
CD5,3036.3747768593407,0.0,0.0
EEF1G,14889.517559352022,0.0,0.0
WDR74,1699.7099228204452,0.0,0.0
OTUB1,1732.5620627917117,0.0,0.0
SF1,1835.3050506260818,0.0,0.0
MALAT1,10204.295846268966,0.0,0.0
RAB1B,2051.497777416118,0.0,0.0
RBM4,2292.5135798697847,0.0,0.0
POLD4,3904.031504746411,0.0,0.0
RPS3,1652.6500647790467,0.0,0.0
CD3E,5202.72002255619,0.0,0.0
DDX6,1571.3080101804524,0.0,0.0
RPS25,2214.932529843107,0.0,0.0
HSPA8,1770.9804942775324,0.0,0.0
TBRG1,2951.511677927128,0.0,0.0
ETS1,1789.916350317559,0.0,0.0
C12orf57,2332.3895360624424,0.0,0.0
SLC2A3,4943.720407582675,0.0,0.0
CLEC2D,2882.261272744684,0.0,0.0
CD69,1468.1250212408086,0.0,0.0
CLEC2B,1574.1439633121079,0.0,0.0
GABARAPL1,2061.4169968269607,0.0,0.0
DUSP16,1849.0812604157538,0.0,0.0
CDKN1B,3187.7975679617552,0.0,0.0
ATF7IP,1890.5628223192607,0.0,0.0
ARHGDIB,1991.4795864798132,0.0,0.0
STRAP,1636.5592995234963,0.0,0.0
KRAS,1782.2915076763638,0.0,0.0
SLC38A1,1446.0846502960237,0.0,0.0
SLC38A2,2066.126036038568,0.0,0.0
CCNT1,1907.8747852828244,0.0,0.0
DAZAP2,2912.893906482705,0.0,0.0
PCBP2,2992.0077020155477,0.0,0.0
SARNP,1529.8305761789636,0.0,0.0
DGKA,2269.3436036755047,0.0,0.0
RPS26,3042.5200996785898,0.0,0.0
RPL41,20388.207872912597,0.0,0.0
ARHGAP9,1531.6176047034562,0.0,0.0
USP15,1481.82498625679,0.0,0.0
NAP1L1,2555.8957614480564,0.0,0.0
CDK17,1778.3663074541123,0.0,0.0
RPL6,1561.198437074522,0.0,0.0
COX6A1,1466.9931148544088,0.0,0.0
OASL,1572.3667394852343,0.0,0.0
VPS37B,1877.941403489886,0.0,0.0
ARL6IP4,1576.8745424023364,0.0,0.0
UBC,2409.4944576405137,0.0,0.0
ZNF10,1662.4114573848303,0.0,0.0
RPL21,16139.990623444275,0.0,0.0
HSPH1,1552.9464963817284,0.0,0.0
ELF1,1732.3568464549055,0.0,0.0
TRAC,8790.96467866664,0.0,0.0
IRF9,1492.9987609929226,0.0,0.0
FAM177A1,1966.7023250601487,0.0,0.0
PSMA6,2959.7018456519268,0.0,0.0
RPS29,9176.989908368914,0.0,0.0
GNG2,2157.722712836173,0.0,0.0
MAPK1IP1L,1560.8915208318754,0.0,0.0
HIF1A,2211.938968830775,0.0,0.0
ZFP36L1,3104.7598808532584,0.0,0.0
ZNF410,2049.5755433284894,0.0,0.0
TC2N,3308.8394982845575,0.0,0.0
BCL11B,1799.0709386917179,0.0,0.0
CRIP1,3276.7948400426076,0.0,0.0
IGHA2,1644.548088722362,0.0,0.0
IGHA1,6780.562741929432,0.0,0.0
IGHG1,1916.2306701157222,0.0,0.0
IGHG3,2740.4582959475933,0.0,0.0
IGHV1OR15-1,1660.5503235081073,0.0,0.0
SNRPN,4305.755721037173,0.0,0.0
GOLGA8B,2361.939663394511,0.0,0.0
B2M,1816.2392656088693,0.0,0.0
PPIB,1964.1719835478948,0.0,0.0
RPL4,3945.968303304859,0.0,0.0
IL16,1447.3538854307055,0.0,0.0
RPS17,8122.619081468937,0.0,0.0
AKAP13,1537.1035108993594,0.0,0.0
NGRN,2683.9977695766393,0.0,0.0
CHD2,1648.7125117114358,0.0,0.0
SPSB3,1504.8844000808224,0.0,0.0
RPS2,8497.78323769532,0.0,0.0
ATP6V0C,8793.045830074207,0.0,0.0
GSPT1,1584.755064574701,0.0,0.0
RBBP6,1892.742458670581,0.0,0.0
ATXN2L,1783.1387527068127,0.0,0.0
LAT,7826.077827097995,0.0,0.0
PAGR1,1702.4903800754723,0.0,0.0
DNAJA2,1471.1505096924873,0.0,0.0
PSMB10,2217.533783658006,0.0,0.0
RPL13,4698.09917613935,0.0,0.0
DPH1,1512.7929254818991,0.0,0.0
PFN1,1716.7456715129772,0.0,0.0
RNASEK,9692.713478354179,0.0,0.0
C17orf49,3185.2232419328366,0.0,0.0
GABARAP,9602.50573401353,0.0,0.0
EIF5A,1606.9557889852258,0.0,0.0
GPS2,2270.752805181193,0.0,0.0
POLR2A,1507.8541030265753,0.0,0.0
EIF4A1,8033.486014745986,0.0,0.0
PER1,3219.820423810889,0.0,0.0
NDEL1,1584.7203492030183,0.0,0.0
UBB,1479.3757887948811,0.0,0.0
MTRNR2L1,2215.358188753103,0.0,0.0
WSB1,1995.9037930322772,0.0,0.0
RPL23A,9329.921474413823,0.0,0.0
TRAF4,2557.9286819511067,0.0,0.0
SSH2,3248.0158812609275,0.0,0.0
TAF15,1820.6071371308444,0.0,0.0
RPL23,8473.295474307086,0.0,0.0
IKZF3,3430.751554374732,0.0,0.0
STAT5A,1604.8193920307685,0.0,0.0
STAT3,1982.813962309802,0.0,0.0
RPL27,5406.159862921758,0.0,0.0
FAM215B,1581.7330281664479,0.0,0.0
SKAP1,1718.964616322172,0.0,0.0
NME2,6687.80028628547,0.0,0.0
LIMD2,1557.8762339165298,0.0,0.0
KPNA2,1850.4029182249103,0.0,0.0
RPL38,4499.080447466032,0.0,0.0
SLC9A3R1,1506.2172701413122,0.0,0.0
MRPL38,1824.2052761052194,0.0,0.0
TMC8,1827.576977385099,0.0,0.0
SYNGR2,1802.4369250178515,0.0,0.0
CYTH1,2102.6553507426456,0.0,0.0
USP36,2309.4262830218713,0.0,0.0
EIF4A3,1590.7945059135225,0.0,0.0
ACTG1,2259.908833155923,0.0,0.0
DCXR,1759.5641899941502,0.0,0.0
CD7,1560.219102275153,0.0,0.0
SMCHD1,1699.7489153300219,0.0,0.0
NDUFV2,4838.780453718486,0.0,0.0
MAPRE2,2724.714883878393,0.0,0.0
C18orf32,3234.1081921893533,0.0,0.0
RPL17,12392.403707015985,0.0,0.0
NFATC1,1650.435256530495,0.0,0.0
PTBP1,1498.6082154635203,0.0,0.0
R3HDM4,1652.2298560737136,0.0,0.0
CNN2,2886.1607942535657,0.0,0.0
RPS15,2843.1196475212173,0.0,0.0
SF3A2,1999.8737379062968,0.0,0.0
RPL36,1479.6557460138206,0.0,0.0
TRAPPC5,3573.5462978340024,0.0,0.0
CDC37,1830.033719606265,0.0,0.0
CALR,2332.5294408018385,0.0,0.0
DNAJB1,2095.8813789939154,0.0,0.0
JAK3,2722.1205138993146,0.0,0.0
RPL18A,1947.205466830477,0.0,0.0
NDUFA13,2098.4294126658147,0.0,0.0
PBX4,2101.8228680875377,0.0,0.0
GPI,1833.2203739127513,0.0,0.0
IGFLR1,3200.859747362273,0.0,0.0
HNRNPL,2318.8677594882065,0.0,0.0
PAF1,2040.1874662823066,0.0,0.0
ZFP36,3900.4916995920184,0.0,0.0
RPS16,3298.876423142975,0.0,0.0
RPS19,6051.160685120993,0.0,0.0
ARHGEF1,1509.4749521898295,0.0,0.0
BCL3,2652.4575256312414,0.0,0.0
RELB,3078.270064720158,0.0,0.0
NAPA,1876.9753289246476,0.0,0.0
RPL13A,16303.016068315072,0.0,0.0
RPS11,5613.268296155424,0.0,0.0
ZNF331,1786.6735248403859,0.0,0.0
RPS9,3474.310319374357,0.0,0.0
ERVK3-1,1670.8018622087097,0.0,0.0
GPCPD1,1966.1299774816318,0.0,0.0
TOX2,1600.0996006054545,0.0,0.0
YWHAB,1584.6516126767053,0.0,0.0
PCIF1,1611.8035828111704,0.0,0.0
UBE2V1,3903.4714578167645,0.0,0.0
NFATC2,1738.321772533604,0.0,0.0
ZNF831,2080.5217551297765,0.0,0.0
RPS21,1456.6981688838068,0.0,0.0
ZGPAT,1482.8108343935871,0.0,0.0
LIME1,5744.557120217289,0.0,0.0
MX1,1895.3494257514253,0.0,0.0
IGLV2-14,3600.629975156867,0.0,0.0
IGLC3,1947.36431803975,0.0,0.0
MIF,5747.280590458164,0.0,0.0
SF3A1,2203.8277635994505,0.0,0.0
MTFP1,1669.516312452838,0.0,0.0
MYH9,2431.1482668207805,0.0,0.0
RAC2,2436.8331465205824,0.0,0.0
DDX17,1917.744735941221,0.0,0.0
RPL3,8181.503203968697,0.0,0.0
PIM3,1962.9927840533467,0.0,0.0
P2RY8,2113.78610743812,0.0,0.0
TMSB4X,4920.51873270456,0.0,0.0
SAT1,1709.0474101435696,0.0,0.0
GK,1803.9769465882457,0.0,0.0
CDK16,1535.1905909552074,0.0,0.0
TSPYL2,1819.0921568436966,0.0,0.0
FAAH2,2003.4210766407093,0.0,0.0
IL2RG,1815.3078631452645,0.0,0.0
OGT,2174.4231281941393,0.0,0.0
RPS4X,3853.8515818502897,0.0,0.0
XIST,2996.2323344624833,0.0,0.0
GPR174,2748.8327972483835,0.0,0.0
ITM2A,2075.348576595918,0.0,0.0
RPL36A,2236.2234491502736,0.0,0.0
ARHGAP4,1657.3242920981802,0.0,0.0
EMD,3693.033828939312,0.0,0.0
RPL10,2936.81166957552,0.0,0.0
RPS4Y1,3204.420403710935,0.0,0.0
DDX3Y,4056.3107253272315,0.0,0.0
MT-ND2,9080.503013882242,0.0,0.0
MT-CO2,6101.794314283166,0.0,0.0
MT-ATP8,16890.373620116592,0.0,0.0
MT-ND3,2438.032751926901,0.0,0.0
MT-ND4L,17163.43501399763,0.0,0.0
MT-ND4,9124.031865982999,0.0,0.0
MT-ND5,4360.808265713844,0.0,0.0
MT-ND6,5136.826715107091,0.0,0.0
MT-CYB,2352.7964144951475,0.0,0.0
AL592183.1,1681.6237182803247,0.0,0.0
ITPRIP,1445.844722303036,7.91588906232e-312,2.94566445275634e-310
STARD7,1439.7413192641852,1.66725560943393e-310,6.18928566742503e-309
INO80E,1437.0681423036817,6.33387083415813e-310,2.3456586880552504e-308
PIAS1,1433.9196457826295,3.050740824341095e-309,1.1270954677105152e-307
EIF5,1431.8145988389797,8.727167474635274e-309,3.2165548284198697e-307
MAP3K8,1431.1861527568944,1.1943957473871484e-308,4.391679411166603e-307
GNB2,1430.6682387305561,1.546873786300651e-308,5.6741975966368056e-307
RPS8,1430.5045973787542,1.6785703183937845e-308,6.1426922812690074e-307
NT5C3A,1424.1508880034528,4.0058939909560916e-307,1.4624827636485795e-305
CORO7,1419.4590368599406,4.169566024293705e-306,1.5186464177633887e-304
NDUFA7,1419.36419706426,4.371757643795708e-306,1.5885424304267558e-304
SPTAN1,1418.8552686653127,5.63654457711619e-306,2.043313565831111e-304
SASH3,1417.219558052716,1.2755654222860344e-305,4.613245156056963e-304
ZNF90,1413.1766673767725,9.602103122986873e-305,3.464609311408558e-303
LGALS1,1411.3225217849827,2.423369208891016e-304,8.723564264080178e-303
SELPLG,1410.6581402969919,3.3766340010447766e-304,1.212682764607779e-302
RHOG,1410.3252278980117,3.987242397545246e-304,1.4286539291250867e-302
PGAM1,1410.266688774317,4.105501796540012e-304,1.4676218574992454e-302
MX2,1409.617012072575,5.678608365810963e-304,2.0252828866794158e-302
NEAT1,1409.494485258583,6.036852706255476e-304,2.148090238311136e-302
LCP1,1405.1645880180606,5.244469096556139e-303,1.8618468105314126e-301
RBL2,1403.3025482734495,1.3288111394246283e-302,4.7066124830583795e-301
HIST1H2AC,1401.0713657082379,4.0482593347346975e-302,1.4306011191374813e-300
CLK1,1400.2380702204898,6.137028418942333e-302,2.1637929194914717e-300
LY9,1398.672310460088,1.3411375915061981e-301,4.717810438640141e-300
IVNS1ABP,1397.6285315186344,2.2584126451326865e-301,7.926515108814563e-300
SF3B4,1396.8373165069795,3.352492970927838e-301,1.1739807018149343e-299
ARHGEF7,1395.7506719187684,5.76756171730376e-301,2.0151234298715377e-299
MBP,1395.4985704627434,6.541194286290497e-301,2.280263281335985e-299
ITGAL,1394.180843634868,1.2629556390844267e-300,4.3927531383740544e-299
PITPNC1,1393.0464164202613,2.2252193046408027e-300,7.722261061026498e-299
NFE2L2,1392.6017321285403,2.7784099682151977e-300,9.620400255414194e-299
RNF10,1389.9642495749363,1.0368030568679276e-299,3.58195740653499e-298
RAB11B,1386.3597535505178,6.270130358894807e-299,2.1613755163484933e-297
CD96,1384.13735834635,1.9018129919111114e-298,6.54113541961766e-297
MAN2B1,1378.4654700110586,3.228657614202422e-297,1.108003545247289e-295
GET4,1378.444443448832,3.2627307594933826e-297,1.1172139937662154e-295
P2RY10,1378.0091109513482,4.054856681389146e-297,1.38537946306842e-295
GTF2B,1377.3954675015825,5.508499720313381e-297,1.877875522754957e-295
PPP4R2,1375.7669789263553,1.2420586676763515e-296,4.224914538529933e-295
HNRNPUL1,1372.270844457979,7.115650765177853e-296,2.4150987860800347e-294
NUCB2,1371.832737098345,8.855436175825134e-296,2.999002211913762e-294
CHIC2,1370.8989320441676,1.4115226602735187e-295,4.7698346701540376e-294
MAT2A,1370.7547040752142,1.5169139090766262e-295,5.114781986434572e-294
PDCD1,1370.2918157470274,1.9113023312605786e-295,6.4305537912107e-294
NOP58,1369.1920016404747,3.309807885808729e-295,1.1111600691422651e-293
SURF4,1368.8509248550936,3.924267714134814e-295,1.3145871216786105e-293
GDI1,1368.077493717903,5.773803078035536e-295,1.929974911993567e-293
MAP1LC3A,1367.3701791046128,8.21919185873858e-295,2.741446649557233e-293
AFF4,1363.4092476011676,5.938495609368246e-294,1.976469562402453e-292
TNFSF8,1361.6058237750258,1.4612043461711918e-293,4.852769616757358e-292
IL17RA,1361.2497135908536,1.7455241708369902e-293,5.784577203913227e-292
ODF3B,1360.7333124280608,2.2588969140986043e-293,7.469838339277247e-292
CAPZA1,1360.5824574281328,2.435600642502159e-293,8.03696169276941e-292
B4GALT1,1360.258725746301,2.862861423458992e-293,9.42668847814013e-292
RASA2,1358.3934081643745,7.265304374237382e-293,2.3871935202414448e-291
HIST1H1E,1356.546879834966,1.826553746948789e-292,5.988847030600881e-291
CD247,1354.3992510007513,5.336998046812298e-292,1.7461707804432696e-290
ACTR2,1353.5952040447062,7.973263270181854e-292,2.6031946021441516e-290
ELL2,1351.2873639259606,2.5236970595751902e-291,8.22224761413917e-290
ETF1,1349.3334401383822,6.694203006043188e-291,2.176391095206841e-289
XAF1,1345.3671057948332,4.8495434448191307e-290,1.5733508281164252e-288
TMBIM6,1343.4735230532235,1.2481774657199742e-289,4.0410072543215015e-288
DDX21,1342.0517351285578,2.538367465269146e-289,8.200838654006574e-288
BOLA2,1340.6932964676923,5.001456946872482e-289,1.61247389625369e-287
CTLA4,1340.2104328932658,6.364918062295e-289,2.047779784083785e-287
EIF4G2,1339.974866772551,7.15927627972174e-289,2.2985593261484994e-287
LGALS9,1335.8453245056367,5.626642924429743e-288,1.8027437070947826e-286
MALT1,1335.7059623367263,6.03206792132566e-288,1.928638196874372e-286
MIR22HG,1335.020874232261,8.491975640503911e-288,2.7095367730640887e-286
CCNG2,1333.6944630545504,1.6466610211580534e-287,5.243172402009035e-286
TOP1,1330.3381180080876,8.796959636404738e-287,2.7952972770575797e-285
ARRDC2,1330.0462189533293,1.0177064209632483e-286,3.2271951250380788e-285
KAT6B,1328.9104545830141,1.7942384383151497e-286,5.677955779282962e-285
RAB8B,1327.5382941986556,3.5595329062158577e-286,1.1241281527748772e-284
ILF2,1326.5659941040558,5.78372421661182e-286,1.822817409737476e-284
SRSF4,1326.2081177791126,6.915163154552825e-286,2.1749666923779893e-284
IGLV9-49,1326.0673678089036,7.418564455161368e-286,2.328554692704411e-284
TCIRG1,1325.5582588479226,9.565440260055934e-286,2.996330505802105e-284
SMAP2,1324.4358875468083,1.6751645340008172e-285,5.236754230480692e-284
ILF3,1323.947767992551,2.137427719424988e-285,6.668342681026281e-284
UTY,1321.8363764974333,6.133129981337782e-285,1.9095549657620841e-283
MIA2,1321.294942478541,8.036656651526727e-285,2.4971848826866653e-283
RNF114,1318.7347513459908,2.885179300591457e-284,8.946952598199573e-283
RPL11,1316.5716883018977,8.495014433837554e-284,2.629028214463995e-282
TNFAIP3,1310.176894371296,2.0685433140908308e-282,6.38890287990094e-281
NDUFV1,1309.9688352689207,2.2949604836624318e-282,7.074066816207372e-281
S1PR1,1309.8081721512108,2.486620890468218e-282,7.6495789664344e-281
LEPROTL1,1307.922309412086,6.375212643696904e-282,1.9573043510260692e-280
HSP90B1,1307.7821456321483,6.837295980660067e-282,2.0950071791534405e-280
ADAM10,1306.3444516274224,1.4015180584500855e-281,4.285869975573202e-280
NAA60,1306.222808713776,1.4892675984462002e-281,4.54520939185863e-280
XRCC6,1306.1720010387844,1.527526031797486e-281,4.652778009674275e-280
FAM118A,1302.810314873623,8.181859688519536e-281,2.4872531332639213e-279
YME1L1,1300.8785195924524,2.1463106748675345e-280,6.5118812872258025e-279
HM13,1300.5361272021596,2.5464080715040253e-280,7.710623499654248e-279
MAP1LC3B,1297.2582758279973,1.3080070910923931e-279,3.952945891925602e-278
RHBDD2,1295.6495064967046,2.9201948730976645e-279,8.807923715868601e-278
DCP2,1289.8946062818231,5.165855060240327e-278,1.5550935613117225e-276
PUM2,1288.8908256749,8.52654003311776e-278,2.561777387771159e-276
BCKDHA,1285.3116781671074,5.090600742636485e-277,1.5264882964764123e-275
LINC00623,1281.8145780585746,2.9172474591213915e-276,8.730824130079776e-275
PNP,1280.5002595255107,5.622494926224207e-276,1.6794620724502986e-274
KPNB1,1280.1390818169166,6.73341670162127e-276,2.0074161027632676e-274
MYL12A,1278.6419539324074,1.4217566496754362e-275,4.230479372049665e-274
ATP8A1,1277.989301234826,1.969362278525895e-275,5.848627243706807e-274
NFAT5,1277.0887368171686,3.0872729575433925e-275,9.151008883559042e-274
DPYD,1277.0100184017929,3.211010953840826e-275,9.499548306544803e-274
ANKRD44,1274.6779330602033,1.0286202982503796e-274,3.0372816951970577e-273
PTPN22,1274.3498353454258,1.2116828991558826e-274,3.5709959945924227e-273
IL21R,1274.2920784431742,1.2471281368749317e-274,3.6684571081446796e-273
STAU1,1273.4715989814108,1.8784370597113012e-274,5.514962645080157e-273
RPL22L1,1269.8878200233048,1.124041579660143e-273,3.2938470805866394e-272
PTDSS1,1264.3048711655722,1.824709724388163e-272,5.336930354872424e-271
PHTF2,1263.488632324584,2.742570306402363e-272,7.999958640273072e-271
ZC3H12A,1263.4864452334673,2.7455663273617352e-272,7.999958640273072e-271
KDM6A,1262.2418609951167,5.110491167027957e-272,1.486277120384421e-270
RNF138,1261.9614877812064,5.8782572324077474e-272,1.706352000753249e-270
PHF12,1259.3938655362983,2.1179589884984724e-271,6.1365179473512025e-270
MT-CO3,1258.9984895581265,2.580097992792082e-271,7.461508109117625e-270
RELA,1258.2368320951339,3.7736847731205034e-271,1.0892899803981297e-269
RPL28,1257.908166302364,4.446529850296123e-271,1.28111493429334e-269
BAK1,1257.1506883873644,6.489993589569727e-271,1.8663867970898566e-269
PRKACB,1256.356374684529,9.6483543045297e-271,2.769508095257475e-269
